2.128262350798920677e-02 -1.084098704237568440e-02 1.918906031345356819e-03 4.513031981417651062e-04 9.460020787344841425e-04 6.148178645010770943e-04 7.859297883508068253e-04 6.864478153178552988e-04 5.811811197495278438e-04 2.333927862320362540e-04 8.819823770620295079e-04 1.336823176066073400e-04 4.758146679782155144e-04 2.954098089297153710e-04 2.771949788998093861e-04 2.821221511572563016e-04 4.124426310444302582e-04 2.937091246835912676e-04 3.378027724558138340e-04 2.786722287842198584e-04 2.195688522747325138e-04 2.979140886065546369e-04 1.567286579542120223e-04 2.353262266538042079e-04 1.331212377601972334e-04 1.798315737205727924e-04 -2.566521487721745877e-05 -1.060615113383993704e-04 -1.695011341410927264e-07 1.373848821137593681e-04 1.681201822781696459e-04
-1.084098704237568440e-02 2.815552264576335825e-02 -2.217371818122370730e-03 1.702095760270676099e-03 7.486146602593920672e-05 3.220716126278247719e-04 3.803635885132373193e-04 2.738690118500608527e-04 4.241571287548011305e-04 4.875279143786695924e-04 2.663471741358412206e-04 3.034945028285490533e-04 4.063171636644405133e-04 4.687077276487911122e-04 4.479917529146050796e-04 3.987651023688802265e-04 4.649715312204575463e-04 4.037932371489053865e-04 4.559780307681472029e-04 4.683083693180347209e-04 4.171991948489056612e-04 4.443817925800845571e-04 3.512821563656058090e-04 3.995162855851379911e-04 8.397399254716518872e-05 1.676639337095348168e-04 -8.658769413796241709e-05 1.538245898936161011e-05 -2.109859055642230685e-06 7.634223104774974815e-05 2.430355157989744479e-04
1.918906031345357470e-03 -2.217371818122374633e-03 6.162082237790005718e-03 -1.593344523050361930e-03 1.463033360183427873e-03 4.191015672350251295e-04 7.150385817046463460e-04 5.805672299844555654e-04 6.646624860248738845e-04 4.658829637398449633e-04 6.138232419941187486e-04 2.686411902676011723e-04 5.708499879311136616e-04 3.761268268867574809e-04 4.059716691304991439e-04 3.528029707220913468e-04 4.560792104052525963e-04 3.401676683462384306e-04 4.125548288785776800e-04 3.552660927796867348e-04 3.177869414648438248e-04 3.418616829065179003e-04 2.428449339126934981e-04 2.890698470894323240e-04 1.194071785555043160e-04 1.524397573443576730e-04 -6.963087549485915447e-05 -3.311905015911405763e-05 -4.473100447844546260e-05 3.762005487694987653e-05 2.091125228887020496e-04
4.513031981417662988e-04 1.702095760270671979e-03 -1.593344523050362581e-03 5.235090430568524814e-03 -7.222523117202156624e-04 7.765703761964207761e-04 5.883032968515722761e-04 5.918450840772592836e-04 5.833864028636689394e-04 4.037019840960758585e-04 6.513049029249028251e-04 2.129682837499758655e-04 5.550676911549865585e-04 3.530496946134914819e-04 3.551363209581548928e-04 3.232904648382044438e-04 4.423391013330832356e-04 3.197104132204797115e-04 3.724386348573214991e-04 3.375320316989797380e-04 2.886296854831697290e-04 3.436877143401121997e-04 2.108867657571291201e-04 2.722285935522858902e-04 9.214515520602836068e-05 1.674887583827782409e-04 -4.851848431325487041e-05 -2.937482864918074710e-05 -2.111120453039076733e-05 5.075220355299601694e-05 2.295949084163656333e-04
9.460020787344820825e-04 7.486146602593865107e-05 1.463033360183428307e-03 -7.222523117202150119e-04 7.303521583829026241e-03 -5.086516034068167469e-04 1.026116968166565675e-03 5.143242599376941218e-04 5.963990134775566969e-04 3.152278784432409548e-04 6.211303851956519705e-04 2.477947523515014309e-04 4.937294485551367617e-04 3.206577971979952964e-04 3.757878994688457447e-04 2.909704656403548206e-04 3.833558545137455073e-04 2.866913327066807245e-04 3.509441414901933744e-04 3.000066788969071841e-04 2.695584710820358846e-04 3.132374675266458796e-04 1.980804272005726337e-04 2.515679593890182198e-04 9.987148961098897895e-05 1.260090712102744995e-04 1.867549520182883955e-05 4.638900603125254330e-05 1.372408453516745327e-05 1.039219063275418216e-05 2.037648227885997538e-04
6.148178645010768774e-04 3.220716126278218988e-04 4.191015672350250753e-04 7.765703761964205592e-04 -5.086516034068166384e-04 3.150025075489257080e-03 -2.498964090029104725e-04 8.000732748518980721e-04 4.314312035919174370e-04 3.589811113308222982e-04 4.144832624538053747e-04 1.730455251031554639e-04 5.143522496851751346e-04 2.318701443797591393e-04 2.486954238813383444e-04 2.218186049244340677e-04 2.930812748941624408e-04 1.876613358580065717e-04 2.455006062554556724e-04 1.980502322079133687e-04 1.750454950829601715e-04 2.319843896672015482e-04 1.262453969913732957e-04 2.102222853718031814e-04 1.036631939154620028e-04 1.701501533091282934e-04 5.192315883822367208e-05 6.612338402664462151e-05 -8.062681873534884898e-06 -5.172986116141621002e-05 3.080741807747579340e-04
7.859297883508074758e-04 3.803635885132350966e-04 7.150385817046464544e-04 5.883032968515722761e-04 1.026116968166565892e-03 -2.498964090029102015e-04 3.729333551558054478e-03 -8.836046476846144292e-05 7.305996523844760469e-04 3.219954453141979475e-04 5.925384552701709389e-04 1.886490276240088907e-04 5.466002426684812886e-04 3.166409989054936171e-04 3.428350603387112340e-04 2.908604206542924763e-04 3.898707897372634922e-04 2.678747428329590749e-04 3.411137890897332644e-04 2.856275816494092414e-04 2.527906457394619804e-04 3.019122558455634769e-04 1.892209464390419730e-04 2.425666850343126900e-04 1.223862502382602518e-04 1.596916222804009274e-04 3.523414776172812757e-05 7.235772616102425440e-05 3.026216910604744917e-05 2.848458157797687163e-05 2.552704253830253948e-04
6.864478153178548651e-04 2.738690118500570580e-04 5.805672299844557823e-04 5.918450840772588499e-04 5.143242599376943386e-04 8.000732748518981806e-04 -8.836046476846152423e-05 3.222145104024646146e-03 -1.431117959184422569e-04 5.687984992161927147e-04 4.214181976050085919e-04 2.039769879939192074e-04 4.917051883496604625e-04 2.572787076003047921e-04 2.800453777055119742e-04 2.407427090868465654e-04 3.013406806405154507e-04 2.216275716398656082e-04 2.755954148916914303e-04 2.277508908571250002e-04 2.101339626669444392e-04 2.490849705340234302e-04 1.481555468851916127e-04 2.203500782328210623e-04 1.238115593983077703e-04 1.608769695956194874e-04 4.385075476622778406e-05 6.915180319114692237e-05 2.704120008945178299e-05 7.785395386304711657e-06 2.538066840749323631e-04
5.811811197495270849e-04 4.241571287548010221e-04 6.646624860248735592e-04 5.833864028636689394e-04 5.963990134775570221e-04 4.314312035919173828e-04 7.305996523844763722e-04 -1.431117959184420943e-04 3.225735973897994342e-03 -5.083504582427448258e-04 7.740695604046438647e-04 1.562848245549488114e-04 5.020588303296676493e-04 2.736732978401459318e-04 3.235174725048524640e-04 2.760633525478093622e-04 3.702265079539610948e-04 2.601402717621660067e-04 3.165111046805591487e-04 2.732544171456885527e-04 2.312121648941557652e-04 2.735727632194731650e-04 1.718265288282171696e-04 2.263952498625416304e-04 1.116146798984699138e-04 1.540100408169672896e-04 -2.957206253972898399e-07 2.991072613308800462e-05 1.995804771397545832e-05 2.389355338571427326e-05 2.066076323738182769e-04
2.333927862320364708e-04 4.875279143786656892e-04 4.658829637398456138e-04 4.037019840960755332e-04 3.152278784432403043e-04 3.589811113308224067e-04 3.219954453141980017e-04 5.687984992161931484e-04 -5.083504582427455848e-04 5.646481448720718638e-03 -1.735576027795096912e-03 6.912367597827197242e-04 2.954546862953811009e-04 3.621850331133283254e-04 3.160167720644467353e-04 3.054957421727863640e-04 3.705233803056904121e-04 2.809935668275439927e-04 3.469890966041639800e-04 3.138361756942000284e-04 2.766624464922760418e-04 3.103914061803336472e-04 2.173465171994041698e-04 2.747408370391195916e-04 1.315509690126112803e-04 1.754637823530346482e-04 3.857861294033980946e-05 1.186109630068064912e-04 7.853082415809750291e-05 4.836252608262277952e-05 3.033582633868632549e-04
