jd,RA,Decl,magsky
2456257.8,133.39779167,-0.61138889,19.9966806895
2456257.8,133.477125,-0.53944444,20.0485483242
2456257.67,14.32083333,0.61352778,18.7189657024
2454106.62,14.19525,0.64191667,19.2220423946
2454106.62,14.32083333,0.61352778,19.2276229337
2454348.79,14.19525,0.64191667,22.3574975686
2454348.79,14.32083333,0.61352778,22.2925111978
2454351.75,14.19525,0.64191667,22.6779136138
2454351.75,14.32083333,0.61352778,22.5481587274
2454357.76,14.19525,0.64191667,23.0739752017
2454357.76,14.32083333,0.61352778,23.34343276
2454364.61,14.19525,0.64191667,20.4294756485
2454364.61,14.32083333,0.61352778,20.4245404297
2454380.55,14.19525,0.64191667,22.2883837059
2454380.55,14.32083333,0.61352778,22.3587226732
2454397.63,14.19525,0.64191667,18.5549623701
2454397.63,14.32083333,0.61352778,18.5593168003
2454407.61,14.19525,0.64191667,22.6019401309
2454407.61,14.32083333,0.61352778,22.6047205041
2454425.64,14.19525,0.64191667,17.8994616251
2454435.68,14.19525,0.64191667,22.7922290279
2454435.68,14.32083333,0.61352778,22.6605287106
2454449.65,14.19525,0.64191667,22.459308515
2454449.65,14.32083333,0.61352778,22.3669900787
2454650.87,14.19525,0.64191667,22.4251552039
2454650.87,14.32083333,0.61352778,22.4094826909
2454651.82,14.19525,0.64191667,22.4736378537
2454651.82,14.32083333,0.61352778,22.4829415982
2454654.83,14.19525,0.64191667,22.6902290298
2454654.83,14.32083333,0.61352778,22.5504261738
2454728.57,14.19525,0.64191667,22.9319138008
2454728.57,14.32083333,0.61352778,22.7946967283
2454729.57,14.19525,0.64191667,23.2494868357
2454729.57,14.32083333,0.61352778,22.8841667069
2454831.6,14.19525,0.64191667,22.4904003614
2454831.6,14.32083333,0.61352778,22.419210603
2454728.72,14.19525,0.64191667,19.705818046
2454728.72,14.32083333,0.61352778,19.7356220511
2454729.72,14.19525,0.64191667,20.4751187459
2454729.72,14.32083333,0.61352778,20.470310611
2454106.63,28.65720833,0.71680556,19.5032938451
2454106.63,28.77175,0.76180556,19.5214592941
2454351.78,28.65720833,0.71680556,22.7410889845
2454351.78,28.77175,0.76180556,23.0975095766
2454380.56,28.65720833,0.71680556,22.2064432458
2454380.56,28.77175,0.76180556,22.4913016531
2454385.58,28.65720833,0.71680556,22.3411565921
2454385.58,28.77175,0.76180556,22.7355662587
2454407.67,28.65720833,0.71680556,22.2736681459
2454407.67,28.77175,0.76180556,22.4394983395
2454418.63,28.65720833,0.71680556,22.3175569628
2454418.63,28.77175,0.76180556,22.5716980903
2454422.77,28.65720833,0.71680556,22.3937354661
2454422.77,28.77175,0.76180556,22.57783214
2454425.75,28.65720833,0.71680556,19.1988213296
2454425.75,28.77175,0.76180556,19.1993225339
2454435.74,28.65720833,0.71680556,21.033203031
2454435.74,28.77175,0.76180556,21.132947239
2454453.69,28.65720833,0.71680556,19.3409117143
2454453.69,28.77175,0.76180556,19.3552966495
2454648.91,28.65720833,0.71680556,22.1442918327
2454648.91,28.77175,0.76180556,22.3185524256
2454650.86,28.65720833,0.71680556,22.1667765188
2454650.86,28.77175,0.76180556,22.3540082527
2454651.87,28.77175,0.76180556,22.4381513683
2454653.85,28.77175,0.76180556,22.4728273065
2454654.84,28.65720833,0.71680556,22.4660253924
2454654.84,28.77175,0.76180556,22.5904144795
2454729.79,28.65720833,0.71680556,20.0525338653
2454729.79,28.77175,0.76180556,20.1242789097
2454734.69,28.65720833,0.71680556,22.5453332949
2454734.69,28.77175,0.76180556,22.9257542561
2454777.74,28.65720833,0.71680556,21.7830293133
2454777.74,28.77175,0.76180556,21.9302317487
2454839.64,28.65720833,0.71680556,18.9473249425
2454839.64,28.77175,0.76180556,18.9622587144
2454407.83,28.65720833,0.71680556,21.1829122771
2454407.83,28.77175,0.76180556,21.2091308596
2454108.68,44.3385,0.31080556,19.915115796
2454108.68,44.44575,0.26741667,19.9016530893
2454380.77,44.3385,0.31080556,22.3054798124
2454380.77,44.44575,0.26741667,22.56620973
2454397.58,44.3385,0.31080556,18.5996323084
2454397.58,44.44575,0.26741667,18.6032311119
2454425.64,44.3385,0.31080556,19.5531725791
2454425.64,44.44575,0.26741667,19.5655120065
2454440.63,44.3385,0.31080556,22.440901266
2454440.63,44.44575,0.26741667,22.50750024
2454453.58,44.3385,0.31080556,19.8628927403
2454453.58,44.44575,0.26741667,19.8908837986
2454650.9,44.3385,0.31080556,22.1181532888
2454650.9,44.44575,0.26741667,22.1961792689
2454654.92,44.3385,0.31080556,22.3123359815
2454654.92,44.44575,0.26741667,22.494375247
2454728.8,44.3385,0.31080556,19.4010716419
2454728.8,44.44575,0.26741667,19.4251524393
2454777.76,44.3385,0.31080556,22.6321044232
2454777.76,44.44575,0.26741667,22.6002623239
2454827.7,44.3385,0.31080556,22.4322768639
2454827.7,44.44575,0.26741667,22.6336281734
2454885.58,44.3385,0.31080556,22.6805497362
2454885.58,44.44575,0.26741667,22.9602676898
2454351.76,58.22575,0.00525,21.879808627
2454351.76,58.23958333,-0.00533333,23.7551149395
2454351.76,58.25095833,0.047,22.9208671379
2454351.76,58.25325,0.00441667,23.2705648502
2454351.76,58.26725,0.04727778,23.434318704
2454351.76,58.28158333,0.01972222,23.900094778
2454425.83,58.22575,0.00525,22.0336899111
2454425.83,58.25095833,0.047,22.1786698132
2454425.83,58.25325,0.00441667,22.6827832094
2454425.83,58.26725,0.04727778,22.3551224282
2454425.83,58.28158333,0.01972222,22.5331864597
2454425.83,58.33883333,-0.00513889,22.9312448023
2454425.83,58.35491667,0.02302778,22.15564983
2454878.63,58.22575,0.00525,21.5779800827
2454878.63,58.23958333,-0.00533333,22.3388117513
2454878.63,58.25095833,0.047,22.1149252433
2454878.63,58.25325,0.00441667,22.4897278283
2454878.63,58.26725,0.04727778,22.3142279201
2454878.63,58.28158333,0.01972222,22.5894066346
2454128.61,58.30516667,0.273,19.6295757559
2454128.61,58.33579167,0.27630556,19.6452694462
2454348.91,58.33579167,0.27630556,21.0791815639
2454397.62,58.30516667,0.273,18.769201704
2454397.62,58.33579167,0.27630556,18.7734956495
2454422.7,58.30516667,0.273,21.5618439362
2454422.7,58.33579167,0.27630556,21.6211479679
2454425.66,58.30516667,0.273,19.7324584981
2454425.66,58.33579167,0.27630556,19.7355368093
2454443.76,58.30516667,0.273,22.6006169475
2454443.76,58.33579167,0.27630556,22.7385784684
2454777.78,58.30516667,0.273,22.6441079642
2454777.78,58.33579167,0.27630556,22.763616217
2454798.79,58.30516667,0.273,22.5154552014
2454798.79,58.33579167,0.27630556,22.7161374458
2454824.7,58.30516667,0.273,22.5794466601
2454824.7,58.33579167,0.27630556,22.7816149453
2454839.57,58.30516667,0.273,19.3039173247
2454839.57,58.33579167,0.27630556,19.3199271008
2454900.56,58.30516667,0.273,18.4568226827
2454900.56,58.33579167,0.27630556,18.4615669134
2454105.58,58.708125,0.16905556,19.6790316038
2454105.58,58.71533333,0.08930556,19.6871801851
2454105.58,58.7655,0.05736111,19.7058084889
2454105.58,58.76945833,0.05216667,19.68139105
2454108.69,58.708125,0.16905556,20.2126722828
2454108.69,58.71533333,0.08930556,20.1890479707
2454108.69,58.7655,0.05736111,20.195372307
2454108.69,58.76945833,0.05216667,20.1972394804
2454357.89,58.708125,0.16905556,23.2563029041
2454357.89,58.71533333,0.08930556,23.6315384012
2454364.78,58.708125,0.16905556,21.5243508878
2454364.78,58.71533333,0.08930556,21.478868352
2454407.6,58.708125,0.16905556,22.5526982753
2454407.6,58.71533333,0.08930556,22.513638841
2454407.6,58.7655,0.05736111,22.6396035568
2454422.71,58.708125,0.16905556,21.8694151283
2454422.71,58.71533333,0.08930556,21.8900965221
2454422.71,58.7655,0.05736111,22.0543360845
2454422.71,58.76945833,0.05216667,21.9929519852
2454449.8,58.708125,0.16905556,22.391909716
2454449.8,58.71533333,0.08930556,22.4389615348
2454449.8,58.7655,0.05736111,22.6114020166
2454449.8,58.76945833,0.05216667,22.545230723
2454453.63,58.708125,0.16905556,20.1437141955
2454453.63,58.71533333,0.08930556,20.1179922886
2454453.63,58.7655,0.05736111,20.1594450138
2454453.63,58.76945833,0.05216667,20.1394926598
2454734.82,58.708125,0.16905556,22.6623962845
2454734.82,58.71533333,0.08930556,22.5850411165
2454776.83,58.708125,0.16905556,22.7122589263
2454776.83,58.71533333,0.08930556,22.4580254954
2454789.84,58.708125,0.16905556,20.6589654415
2454789.84,58.71533333,0.08930556,20.627522987
2454798.8,58.708125,0.16905556,22.6677184458
2454798.8,58.71533333,0.08930556,22.521434371
2454842.7,58.708125,0.16905556,17.9737732497
2454842.7,58.71533333,0.08930556,17.9490538712
2454844.66,58.708125,0.16905556,19.4480155764
2454844.66,58.71533333,0.08930556,19.4109306939
2454106.61,58.93491667,0.11763889,20.1311799243
2454106.61,59.05558333,0.14638889,20.1881229331
2454357.9,58.93491667,0.11763889,21.5991485466
2454357.9,59.05558333,0.14638889,21.5968556011
2454397.78,58.93491667,0.11763889,19.3813279845
2454397.78,59.05558333,0.14638889,19.4042974656
2454435.69,58.93491667,0.11763889,22.9511229588
2454435.69,59.05558333,0.14638889,23.4033483018
2454449.66,58.93491667,0.11763889,22.5864514575
2454449.66,59.05558333,0.14638889,22.6817127914
2454458.71,58.93491667,0.11763889,18.3680136077
2454458.71,59.05558333,0.14638889,18.3545484045
2454543.54,58.93491667,0.11763889,19.293824065
2454543.54,59.05558333,0.14638889,19.2876965528
2454547.54,58.93491667,0.11763889,18.1804121024
2454547.54,59.05558333,0.14638889,18.1928915279
2454728.71,58.93491667,0.11763889,19.1500254076
2454728.71,59.05558333,0.14638889,19.1709753236
2454729.71,58.93491667,0.11763889,19.7233771736
2454729.71,59.05558333,0.14638889,19.6854756333
2454831.61,58.93491667,0.11763889,22.3688792801
2454831.61,59.05558333,0.14638889,22.5604644477
2454839.74,58.93491667,0.11763889,19.0158368932
2454839.74,59.05558333,0.14638889,19.0167337318
2454858.67,58.93491667,0.11763889,22.6509359324
2454858.67,59.05558333,0.14638889,22.5612369693
2454105.78,72.92666667,-0.16927778,18.2960518008
2454106.77,72.92666667,-0.16927778,18.9757364113
2454407.81,72.92666667,-0.16927778,21.4996098131
2454422.76,72.92666667,-0.16927778,22.2334937384
2454425.61,72.92666667,-0.16927778,19.5756427297
2454523.65,72.92666667,-0.16927778,20.1052525616
2454562.54,72.92666667,-0.16927778,22.0420460307
2454777.8,72.92666667,-0.16927778,22.1918762499
2454831.79,72.92666667,-0.16927778,21.9735093667
2454839.78,72.92666667,-0.16927778,20.7592007888
2454858.72,72.92666667,-0.16927778,21.988133119
2454885.63,72.92666667,-0.16927778,22.5102624097
2454930.51,72.92666667,-0.16927778,18.4626949317
2454137.67,73.24525,-0.24480556,19.7780187554
2454163.64,73.24525,-0.24480556,18.0298186386
2454165.63,73.24525,-0.24480556,18.7141684987
2454380.75,73.24525,-0.24480556,22.3038590686
2454385.78,73.24525,-0.24480556,22.6611861617
2454407.82,73.24525,-0.24480556,21.8075302321
2454418.78,73.24525,-0.24480556,22.1210287377
2454422.76,73.24525,-0.24480556,22.420352498
2454425.62,73.24525,-0.24480556,19.6378050853
2454435.7,73.24525,-0.24480556,22.7854618664
2454440.72,73.24525,-0.24480556,22.443569049
2454453.7,73.24525,-0.24480556,20.7435813638
2454458.72,73.24525,-0.24480556,18.3493614129
2454464.77,73.24525,-0.24480556,20.6782470447
2454478.6,73.24525,-0.24480556,22.562451528
2454523.66,73.24525,-0.24480556,20.0005498021
2454728.75,73.24525,-0.24480556,19.2925979123
2454729.75,73.24525,-0.24480556,19.6241793102
2454734.83,73.24525,-0.24480556,22.6685900331
2454776.82,73.24525,-0.24480556,22.4878002212
2454798.82,73.24525,-0.24480556,22.385892185
2454824.71,73.24525,-0.24480556,22.3003064487
2454831.63,73.24525,-0.24480556,22.5796815012
2454839.66,73.24525,-0.24480556,19.3565183965
2454842.71,73.24525,-0.24480556,18.0170030927
2454844.68,73.24525,-0.24480556,19.4383958437
2454845.7,73.24525,-0.24480556,19.7372062402
2454866.7,73.24525,-0.24480556,22.5274644554
2454878.68,73.24525,-0.24480556,20.4164461222
2454105.68,102.970875,-0.36694444,18.5796110577
2454105.68,103.00783333,-0.45597222,18.5414833009
2454105.68,103.01404167,-0.45508333,18.5457848246
2454105.68,103.02004167,-0.36541667,18.5759791486
2454105.68,103.04141667,-0.39219444,18.5548343003
2454105.68,103.078625,-0.39241667,18.5723593482
2454106.64,102.970875,-0.36694444,19.3805415827
2454106.64,103.00783333,-0.45597222,19.3717307184
2454106.64,103.01404167,-0.45508333,19.3582529811
2454106.64,103.02004167,-0.36541667,19.3894245336
2454106.64,103.04141667,-0.39219444,19.4215176232
2454106.64,103.078625,-0.39241667,19.4520082896
2454128.76,103.00783333,-0.45597222,22.0334763847
2454128.76,103.01404167,-0.45508333,22.0976314084
2454128.76,103.04141667,-0.39219444,22.8039978177
2454128.76,103.078625,-0.39241667,22.5762966735
2454137.68,103.00783333,-0.45597222,20.0244392766
2454137.68,103.01404167,-0.45508333,20.0580647305
2454137.68,103.04141667,-0.39219444,20.1578529867
2454137.68,103.078625,-0.39241667,20.1783243446
2454163.7,103.00783333,-0.45597222,18.0994523919
2454163.7,103.01404167,-0.45508333,18.1114848212
2454163.7,103.02004167,-0.36541667,18.1241517333
2454163.7,103.04141667,-0.39219444,18.1236521883
2454163.7,103.078625,-0.39241667,18.1249014344
2454385.8,103.00783333,-0.45597222,21.7076241998
2454385.8,103.01404167,-0.45508333,22.1120835972
2454385.8,103.04141667,-0.39219444,22.6223836257
2454385.8,103.078625,-0.39241667,22.723455249
2454407.84,103.00783333,-0.45597222,21.0307749547
2454407.84,103.01404167,-0.45508333,21.121848032
2454407.84,103.04141667,-0.39219444,21.5485886399
2454407.84,103.078625,-0.39241667,21.5221059812
2454418.79,102.970875,-0.36694444,22.2806778132
2454418.79,103.00783333,-0.45597222,21.6879559531
2454418.79,103.01404167,-0.45508333,21.6584103165
2454418.79,103.02004167,-0.36541667,22.5590926427
2454418.79,103.04141667,-0.39219444,22.017916497
2454418.79,103.078625,-0.39241667,22.0913759944
2454422.78,102.970875,-0.36694444,23.3809718774
2454422.78,103.00783333,-0.45597222,21.9671140056
2454422.78,103.01404167,-0.45508333,21.9766800162
2454422.78,103.04141667,-0.39219444,23.077416488
2454422.78,103.078625,-0.39241667,23.1042261258
2454425.81,102.970875,-0.36694444,25.0476308955
2454425.81,102.98225,-0.34861111,24.660375984
2454425.81,102.995875,-0.35877778,25.9675728876
2454425.81,103.00783333,-0.45597222,22.8703676809
2454425.81,103.0095,-0.35438889,24.1500760678
2454425.81,103.01404167,-0.45508333,22.8094692529
2454425.81,103.04141667,-0.39219444,24.4624229093
2454435.73,103.00783333,-0.45597222,21.7724920267
2454435.73,103.01404167,-0.45508333,21.7006359359
2454435.73,103.04141667,-0.39219444,22.24461322
2454435.73,103.078625,-0.39241667,22.2805085597
2454440.62,102.970875,-0.36694444,22.5156980505
2454440.62,103.00783333,-0.45597222,22.0679560676
2454440.62,103.01404167,-0.45508333,22.0167671526
2454440.62,103.02004167,-0.36541667,22.1536140859
2454440.62,103.04141667,-0.39219444,22.7693421418
2454440.62,103.078625,-0.39241667,23.9339427788
2454464.79,103.00783333,-0.45597222,20.7006497466
2454464.79,103.01404167,-0.45508333,20.8041315195
2454464.79,103.04141667,-0.39219444,20.9928833682
2454464.79,103.078625,-0.39241667,21.0011609316
2454574.58,102.970875,-0.36694444,19.0867847635
2454574.58,103.00783333,-0.45597222,19.0432367626
2454574.58,103.01404167,-0.45508333,19.0701845716
2454574.58,103.02004167,-0.36541667,19.1025814585
2454574.58,103.04141667,-0.39219444,19.0904501251
2454574.58,103.078625,-0.39241667,19.0914996767
2454858.63,103.00783333,-0.45597222,21.8296269912
2454858.63,103.01404167,-0.45508333,22.0261979668
2454858.63,103.04141667,-0.39219444,22.27679285
2454858.63,103.078625,-0.39241667,22.6760448742
2454866.77,102.970875,-0.36694444,22.5191635642
2454866.77,103.00783333,-0.45597222,22.0834126546
2454866.77,103.01404167,-0.45508333,22.346067115
2454866.77,103.02004167,-0.36541667,22.6320689359
2454866.77,103.04141667,-0.39219444,22.4926809055
2454866.77,103.078625,-0.39241667,23.0429511038
2454878.73,102.970875,-0.36694444,20.5184632855
2454878.73,102.995875,-0.35877778,20.5797436548
2454878.73,103.00783333,-0.45597222,20.4479778008
2454878.73,103.01404167,-0.45508333,20.4667518373
2454878.73,103.02004167,-0.36541667,20.4730826223
2454878.73,103.04141667,-0.39219444,20.5612232031
2454878.73,103.078625,-0.39241667,20.563521111
2454885.73,103.00783333,-0.45597222,23.1274814737
2454885.73,103.01404167,-0.45508333,25.3389979709
2454930.6,102.970875,-0.36694444,18.3646858468
2454930.6,103.00783333,-0.45597222,18.3556236413
2454930.6,103.01404167,-0.45508333,18.3624914991
2454930.6,103.02004167,-0.36541667,18.3779458903
2454930.6,103.04141667,-0.39219444,18.3923352077
2454930.6,103.078625,-0.39241667,18.385276575
2454933.57,102.970875,-0.36694444,19.325706454
2454933.57,103.00783333,-0.45597222,19.3070827346
2454933.57,103.01404167,-0.45508333,19.3287161168
2454933.57,103.04141667,-0.39219444,19.391528756
2454933.57,103.078625,-0.39241667,19.3423638421
2454106.85,103.00783333,-0.45597222,18.5594037911
2454106.85,103.01404167,-0.45508333,18.5749933313
2454106.85,103.02004167,-0.36541667,18.5865438695
2454106.85,103.04141667,-0.39219444,18.573462546
2454106.85,103.078625,-0.39241667,18.5784456014
2454397.81,133.141875,-0.6635,18.8342374868
2454407.8,133.141875,-0.6635,20.9115262598
2454418.77,133.141875,-0.6635,21.688308437
2454422.74,133.141875,-0.6635,22.0905846927
2454435.71,133.141875,-0.6635,22.0980883422
2454523.81,133.141875,-0.6635,20.1540127261
2454827.84,133.141875,-0.6635,22.4130320485
2454900.76,133.141875,-0.6635,17.7248028336
2454105.77,133.39779167,-0.61138889,18.2564460594
2454105.77,133.477125,-0.53944444,18.2526481009
2454106.77,133.39779167,-0.61138889,18.6487949415
2454106.77,133.477125,-0.53944444,18.6594309532
2454108.79,133.39779167,-0.61138889,19.8138794482
2454108.79,133.477125,-0.53944444,19.7869803435
2454139.79,133.39779167,-0.61138889,20.4958470067
2454139.79,133.477125,-0.53944444,20.4948384037
2454159.73,133.39779167,-0.61138889,19.4074053483
2454159.73,133.477125,-0.53944444,19.4268314308
2454160.72,133.39779167,-0.61138889,18.8426761232
2454160.72,133.477125,-0.53944444,18.8835557762
2454163.64,133.39779167,-0.61138889,18.3289555331
2454163.64,133.477125,-0.53944444,18.3251382869
2454165.64,133.39779167,-0.61138889,19.365265605
2454165.64,133.477125,-0.53944444,19.3505250814
2454407.79,133.39779167,-0.61138889,21.1351493
2454407.79,133.477125,-0.53944444,21.197081843
2454418.76,133.39779167,-0.61138889,22.2503330241
2454418.76,133.477125,-0.53944444,22.323556466
2454422.75,133.39779167,-0.61138889,22.628942856
2454422.75,133.477125,-0.53944444,22.7056149317
2454435.72,133.39779167,-0.61138889,21.3669342859
2454435.72,133.477125,-0.53944444,21.48173845
2454440.71,133.39779167,-0.61138889,22.5183023175
2454440.71,133.477125,-0.53944444,22.6602451614
2454443.87,133.39779167,-0.61138889,17.8504007218
2454443.87,133.477125,-0.53944444,17.8657294933
2454449.81,133.39779167,-0.61138889,22.6321964073
2454449.81,133.477125,-0.53944444,22.7399086335
2454453.84,133.39779167,-0.61138889,22.4717373636
2454453.84,133.477125,-0.53944444,22.5947824414
2454458.77,133.39779167,-0.61138889,18.640954736
2454458.77,133.477125,-0.53944444,18.6651596133
2454464.81,133.39779167,-0.61138889,20.7268565665
2454464.81,133.477125,-0.53944444,20.8350956776
2454478.62,133.39779167,-0.61138889,22.5902499621
2454478.62,133.477125,-0.53944444,22.5552232097
2454493.82,133.39779167,-0.61138889,20.485199506
2454493.82,133.477125,-0.53944444,20.521436233
2454523.67,133.39779167,-0.61138889,21.0740825438
2454523.67,133.477125,-0.53944444,21.0991512106
2454562.55,133.39779167,-0.61138889,22.5204446111
2454562.55,133.477125,-0.53944444,22.7001496177
2454574.66,133.39779167,-0.61138889,18.7523863937
2454574.66,133.477125,-0.53944444,18.7667287575
2454827.78,133.39779167,-0.61138889,22.739957745
2454827.78,133.477125,-0.53944444,23.4413438192
2454831.62,133.39779167,-0.61138889,22.5122451595
2454831.62,133.477125,-0.53944444,22.733495546
2454839.75,133.39779167,-0.61138889,20.4111761501
2454839.75,133.477125,-0.53944444,20.4418116443
2454842.76,133.39779167,-0.61138889,18.1602395222
2454842.76,133.477125,-0.53944444,18.1601303257
2454844.72,133.39779167,-0.61138889,18.7301595561
2454844.72,133.477125,-0.53944444,18.747774553
2454845.75,133.39779167,-0.61138889,19.2681386352
2454845.75,133.477125,-0.53944444,19.2951734359
2454858.73,133.39779167,-0.61138889,22.6099087575
2454858.73,133.477125,-0.53944444,22.6645485533
2454866.71,133.39779167,-0.61138889,22.8099428503
2454866.71,133.477125,-0.53944444,22.9883326602
2454873.73,133.39779167,-0.61138889,18.6203074659
2454873.73,133.477125,-0.53944444,18.6389891589
2454878.69,133.39779167,-0.61138889,21.3047184017
2454878.69,133.477125,-0.53944444,21.2505244925
2454885.64,133.39779167,-0.61138889,23.8798874583
2454885.64,133.477125,-0.53944444,25.9926325748
2454900.62,133.39779167,-0.61138889,18.3098842777
2454900.62,133.477125,-0.53944444,18.318328377
2454930.51,133.39779167,-0.61138889,18.8464543467
2454930.51,133.477125,-0.53944444,18.8605505273
2454137.88,249.449125,-0.55141667,19.5187412791
2454139.86,249.449125,-0.55141667,19.8731513692
2454159.81,249.449125,-0.55141667,22.0536709844
2454160.83,249.449125,-0.55141667,20.2089952817
2454165.76,249.449125,-0.55141667,18.7291249798
2454246.82,249.449125,-0.55141667,21.8591859479
2454348.6,249.449125,-0.55141667,22.2182741611
2454351.61,249.449125,-0.55141667,22.8324621118
2454357.6,249.449125,-0.55141667,23.5842674358
2454364.53,249.449125,-0.55141667,19.8892939209
2454380.51,249.449125,-0.55141667,21.8022314162
2454493.89,249.449125,-0.55141667,15.9881202943
2454543.85,249.449125,-0.55141667,22.2013310826
2454545.81,249.449125,-0.55141667,19.4272383911
2454547.9,249.449125,-0.55141667,19.1409373925
2454562.77,249.449125,-0.55141667,22.082119634
2454573.77,249.449125,-0.55141667,20.0613975335
2454574.73,249.449125,-0.55141667,19.4112931603
2454599.76,249.449125,-0.55141667,21.9917250264
2454630.63,249.449125,-0.55141667,20.2491450784
2454650.74,249.449125,-0.55141667,21.974567101
2454651.64,249.449125,-0.55141667,22.5268403534
2454653.68,249.449125,-0.55141667,22.1651425572
2454728.58,249.449125,-0.55141667,25.1462341511
2454866.86,249.449125,-0.55141667,22.0155470603
2454873.88,249.449125,-0.55141667,19.0776971819
2454900.85,249.449125,-0.55141667,19.1738816201
2454930.82,249.449125,-0.55141667,18.7259906967
2454931.8,249.449125,-0.55141667,18.6086734019
2454933.8,249.449125,-0.55141667,19.0846994864
2454159.9,249.449125,-0.55141667,20.0070312225
2454246.87,249.449125,-0.55141667,22.1236953086
2454599.86,249.449125,-0.55141667,22.2293033067
2454246.83,266.02825,-0.41605556,22.1323863484
2454246.83,266.05108333,-0.34241667,22.3595814604
2454348.61,266.02825,-0.41605556,22.3865816492
2454348.61,266.05108333,-0.34241667,22.3452589351
2454351.49,266.02825,-0.41605556,22.6161229207
2454351.49,266.05108333,-0.34241667,22.5524081789
2454357.61,266.02825,-0.41605556,25.1481200969
2454357.61,266.05108333,-0.34241667,23.9353946556
2454364.54,266.02825,-0.41605556,19.9137514912
2454364.54,266.05108333,-0.34241667,19.958566781
2454380.52,266.02825,-0.41605556,22.2812857997
2454380.52,266.05108333,-0.34241667,22.3038590686
2454543.79,266.02825,-0.41605556,19.8271493721
2454543.79,266.05108333,-0.34241667,19.8656770588
2454545.86,266.02825,-0.41605556,19.8267760114
2454545.86,266.05108333,-0.34241667,19.8093632467
2454547.78,266.02825,-0.41605556,18.5322397501
2454547.78,266.05108333,-0.34241667,18.5384559989
2454562.83,266.02825,-0.41605556,22.3490289017
2454562.83,266.05108333,-0.34241667,22.4435003125
2454573.81,266.02825,-0.41605556,20.2794477985
2454573.81,266.05108333,-0.34241667,20.297845819
2454574.82,266.02825,-0.41605556,19.8263965528
2454574.82,266.05108333,-0.34241667,19.8660845726
2454599.78,266.02825,-0.41605556,22.2434154624
2454599.78,266.05108333,-0.34241667,22.4305967386
2454630.63,266.02825,-0.41605556,20.3905053129
2454630.63,266.05108333,-0.34241667,20.4320579885
2454648.8,266.02825,-0.41605556,22.2021313149
2454648.8,266.05108333,-0.34241667,22.3951323501
2454651.67,266.02825,-0.41605556,22.5468269031
2454651.67,266.05108333,-0.34241667,22.5738590496
2454653.79,266.02825,-0.41605556,22.2889978646
2454653.79,266.05108333,-0.34241667,22.4289206874
2454728.6,266.02825,-0.41605556,21.8610492639
2454728.6,266.05108333,-0.34241667,21.7685423201
2454729.59,266.02825,-0.41605556,23.7180889211
2454729.59,266.05108333,-0.34241667,23.70476685
2454878.85,266.02825,-0.41605556,19.9830859748
2454878.85,266.05108333,-0.34241667,19.9826109098
2454931.85,266.02825,-0.41605556,18.884508161
2454931.85,266.05108333,-0.34241667,18.90486402
2454351.63,266.02825,-0.41605556,22.3479116549
2454351.63,266.05108333,-0.34241667,22.4763755933
2454547.91,266.02825,-0.41605556,19.0150201949
2454547.91,266.05108333,-0.34241667,19.0224704259
2454351.49,266.333125,-0.431,21.8495176363
2454351.49,266.426875,-0.35983333,21.6039069694
2454545.8,266.333125,-0.431,19.102300682
2454545.8,266.426875,-0.35983333,19.1189262302
2454573.72,266.333125,-0.431,19.6115031688
2454573.72,266.426875,-0.35983333,19.6166005668
2454630.68,266.333125,-0.431,20.5271050215
2454630.68,266.426875,-0.35983333,20.562384813
2454931.71,266.333125,-0.431,18.1772579619
2454931.71,266.426875,-0.35983333,18.1804575513
2454163.87,280.747125,0.51927778,18.4858769408
2454163.87,280.7605,0.51586111,18.4780293381
2454163.87,280.78195833,0.46716667,18.4820278147
2454163.87,280.79216667,0.46186111,18.4807205546
2454163.87,280.798875,0.50141667,18.4807205546
2454163.87,280.79879167,0.49538889,18.4754261076
2454163.87,280.82891667,0.50766667,18.4803123429
2454163.87,280.82975,0.49072222,18.4822730857
2454246.84,280.747125,0.51927778,22.4697805114
2454246.84,280.7605,0.51586111,22.4732437843
2454246.84,280.78195833,0.46716667,22.3304341479
2454246.84,280.79216667,0.46186111,22.3034019289
2454246.84,280.798875,0.50141667,22.4125347022
2454246.84,280.79879167,0.49538889,22.3153332758
2454246.84,280.82891667,0.50766667,22.2945387356
2454246.84,280.82975,0.49072222,22.4526279407
2454357.61,280.747125,0.51927778,24.1762447973
2454357.61,280.7605,0.51586111,23.8638980048
2454357.61,280.78195833,0.46716667,23.9015573345
2454357.61,280.79216667,0.46186111,25.7848764885
2454357.61,280.798875,0.50141667,24.2096547686
2454357.61,280.79879167,0.49538889,23.8516296801
2454357.61,280.82891667,0.50766667,23.7360166823
2454357.61,280.82975,0.49072222,24.374197932
2454364.51,280.747125,0.51927778,20.0857946761
2454364.51,280.7605,0.51586111,20.0823277075
2454364.51,280.78195833,0.46716667,20.0508658803
2454364.51,280.79216667,0.46186111,20.0564846618
2454364.51,280.798875,0.50141667,20.0549834365
2454364.51,280.79879167,0.49538889,20.0283110167
2454364.51,280.82891667,0.50766667,20.0360230627
2454364.51,280.82975,0.49072222,20.0557337897
2454385.53,280.747125,0.51927778,22.5059267336
2454385.53,280.7605,0.51586111,22.4424565262
2454385.53,280.78195833,0.46716667,22.4424565262
2454385.53,280.79216667,0.46186111,22.4737279435
2454385.53,280.798875,0.50141667,22.4879207625
2454385.53,280.79879167,0.49538889,22.4153963054
