jd,RA,Decl,magsky
2456610.61751,58.76945833,0.05216667,19.4934882915
2456610.61751,58.7655,0.05736111,19.4901876439
2456610.61751,58.708125,0.16905556,19.4950320941
2456610.61751,58.71533333,0.08930556,19.4886507094
2456610.76305,28.77175,0.76180556,19.1437054532
2456609.80843,58.78908333,0.02236111,22.3785277689
2456609.80843,58.76945833,0.05216667,22.3649232733
2456609.80843,58.7655,0.05736111,22.3732751237
2456609.80843,58.71533333,0.08930556,22.3271101993
2456609.80843,58.708125,0.16905556,22.317112615
2456609.67632,58.33579167,0.27630556,20.1423233251
2456609.81542,44.44575,0.26741667,22.2439973291
2456609.81542,44.3385,0.31080556,22.1478990144
2456609.74791,14.32083333,0.61352778,19.291235362
2456609.74791,14.19525,0.64191667,19.3130659948
2456608.82222,103.078625,-0.39241667,22.2938631556
2456608.82222,103.07691667,-0.33872222,22.1450051043
2456608.82222,103.06875,-0.328,22.4567499159
2456608.82222,103.05554167,-0.32783333,22.4591600412
2456608.82222,103.06454167,-0.32930556,22.5314860763
2456608.82222,103.05716667,-0.32222222,22.4471627885
2456608.82222,103.04795833,-0.32116667,22.3232659057
2456608.82222,103.04141667,-0.39219444,22.2835521534
2456608.82222,103.01883333,-0.32727778,21.9950685838
2456608.82222,103.02004167,-0.36541667,22.4615755285
2456608.82222,103.01404167,-0.45508333,21.4749783151
2456608.82222,103.0095,-0.35438889,22.4567499159
2456608.82222,103.00783333,-0.45597222,21.2268712365
2456608.82222,102.98225,-0.34861111,22.435296769
2456608.82222,102.995875,-0.35877778,22.4810948896
2456608.82222,102.970875,-0.36694444,22.5135818499
2456608.82222,102.96829167,-0.34533333,22.3667011045
2456608.82222,102.96579167,-0.33775,22.3981738917
2456608.82222,102.952625,-0.34236111,22.5628830152
2456608.82222,102.95654167,-0.35436111,22.5263404023
2456608.82222,102.92904167,-0.37191667,22.4050384695
2456608.57396,58.78908333,0.02236111,20.104075606
2456608.57396,58.76945833,0.05216667,20.112990422
2456608.57396,58.71533333,0.08930556,20.0771341046
2456608.57396,58.7655,0.05736111,20.1105283544
2456608.57396,58.708125,0.16905556,20.0863358906
2456608.55214,44.44575,0.26741667,20.0666414498
2456608.55214,44.3385,0.31080556,20.0517029221
2456608.6887,14.32083333,0.61352778,20.0041733437
2456608.6887,14.19525,0.64191667,20.0041733437
2456375.88,249.449125,-0.55141667,22.0366455592
2456375.9,280.747125,0.51927778,22.0159957692
2456375.9,280.7605,0.51586111,22.0549659789
2456375.9,280.78195833,0.46716667,21.9987340328
2456375.9,280.79216667,0.46186111,22.0842131388
2456375.9,280.798875,0.50141667,22.0658415473
2456375.9,280.79879167,0.49538889,22.0056057971
2456375.9,280.82891667,0.50766667,21.8912121036
2456375.9,280.82975,0.49072222,22.0991375682
2456376.54,72.92666667,-0.16927778,19.5417189665
2456376.58,102.970875,-0.36694444,19.0504517541
2456376.58,102.995875,-0.35877778,19.0427922759
2456376.58,103.00783333,-0.45597222,19.0139212265
2456376.58,103.01404167,-0.45508333,19.0058993206
2456376.58,103.02004167,-0.36541667,19.0665848318
2456376.58,103.04141667,-0.39219444,19.0536593223
2456376.58,103.078625,-0.39241667,19.0504517541
2456376.92,280.747125,0.51927778,16.3781843605
2456376.92,280.7605,0.51586111,16.3805409424
2456376.92,280.78195833,0.46716667,16.3839366025
2456376.92,280.79216667,0.46186111,16.3830576094
2456376.92,280.798875,0.50141667,16.3820114932
2456376.92,280.79879167,0.49538889,16.3847257856
2456376.92,280.82975,0.49072222,16.3854895375
2456378.92,280.747125,0.51927778,18.1589863245
2456378.92,280.7605,0.51586111,18.1673329246
2456378.92,280.78195833,0.46716667,18.1661365774
2456378.92,280.79216667,0.46186111,18.179089712
2456378.92,280.798875,0.50141667,18.165860706
2456378.92,280.79879167,0.49538889,18.1715766012
2456378.92,280.82891667,0.50766667,18.1685305212
2456378.92,280.82975,0.49072222,18.180766384
2456379.72,249.449125,-0.55141667,18.0356232788
2456379.72,249.449125,-0.55141667,18.0221382444
2456379.56,133.477125,-0.53944444,18.9178857615
2456379.56,133.39779167,-0.61138889,18.8932766823
2456379.55,133.477125,-0.53944444,18.9212851876
2456379.55,133.39779167,-0.61138889,18.9070039557
2456379.55,133.477125,-0.53944444,18.9446106044
2456379.55,133.39779167,-0.61138889,18.9029047009
2456379.55,133.477125,-0.53944444,18.9220420792
2456379.55,133.39779167,-0.61138889,18.9300213166
2456381.57,103.00783333,-0.45597222,19.6212156906
2456381.57,103.01404167,-0.45508333,19.6884374655
2456381.57,103.04141667,-0.39219444,19.7745667667
2456381.57,103.078625,-0.39241667,19.8368234724
2456381.57,102.970875,-0.36694444,19.6957068569
2456381.57,102.995875,-0.35877778,19.7263525366
2456381.57,103.00783333,-0.45597222,19.6568167544
2456381.57,103.0095,-0.35438889,19.7051253665
2456381.57,103.01404167,-0.45508333,19.6428328989
2456381.57,103.02004167,-0.36541667,19.7242110975
2456381.57,103.04141667,-0.39219444,19.6957068569
2456381.57,103.078625,-0.39241667,19.7349609873
2456381.84,266.02825,-0.41605556,19.2644104127
2456381.84,266.05108333,-0.34241667,19.2728385479
2456381.84,266.02825,-0.41605556,19.2601688873
2456381.84,266.05108333,-0.34241667,19.273018092
2456381.85,266.02825,-0.41605556,19.2907270208
2456381.85,266.05108333,-0.34241667,19.2974854639
2456381.85,266.02825,-0.41605556,19.281840528
2456381.85,266.05108333,-0.34241667,19.3015129113
2456381.81,280.747125,0.51927778,19.0758688066
2456381.81,280.7605,0.51586111,19.0757302284
2456381.81,280.78195833,0.46716667,19.0658009948
2456381.81,280.79216667,0.46186111,19.0830978663
2456381.81,280.798875,0.50141667,19.0785046289
2456381.81,280.79879167,0.49538889,19.0746225558
2456381.81,280.82891667,0.50766667,19.0762845416
2456381.81,280.82975,0.49072222,19.0867304196
2456381.81,280.747125,0.51927778,19.1062174985
2456381.81,280.7605,0.51586111,19.1186849384
2456381.81,280.78195833,0.46716667,19.0972777745
2456381.81,280.79216667,0.46186111,19.0979846312
2456381.81,280.798875,0.50141667,19.1107866171
2456381.81,280.79879167,0.49538889,19.1016675276
2456381.81,280.82891667,0.50766667,19.1097854815
2456381.81,280.82975,0.49072222,19.110214411
2456381.82,280.747125,0.51927778,19.121282399
2456381.82,280.7605,0.51586111,19.1179645901
2456381.82,280.78195833,0.46716667,19.1185408965
2456381.82,280.79216667,0.46186111,19.1244655475
2456381.82,280.798875,0.50141667,19.1172446097
2456381.82,280.79879167,0.49538889,19.1148004165
2456381.82,280.82891667,0.50766667,19.1055052633
2456381.82,280.82975,0.49072222,19.1260606281
2456381.82,280.747125,0.51927778,19.1348024905
2456381.82,280.7605,0.51586111,19.131151481
2456381.82,280.78195833,0.46716667,19.1299857194
2456381.82,280.79216667,0.46186111,19.1295489091
2456381.82,280.798875,0.50141667,19.1424362087
2456381.82,280.79879167,0.49538889,19.1282395317
2456381.82,280.82891667,0.50766667,19.1253352607
2456381.82,280.82975,0.49072222,19.1514600331
2456381.82,280.747125,0.51927778,19.1418470816
2456381.82,280.7605,0.51586111,19.1456819647
2456381.82,280.78195833,0.46716667,19.1434679227
2456381.82,280.79216667,0.46186111,19.1453865357
2456381.82,280.798875,0.50141667,19.1416998217
2456381.82,280.79879167,0.49538889,19.1389062319
2456381.82,280.82891667,0.50766667,19.145091187
2456381.82,280.82975,0.49072222,19.1511629145
2456383.53,73.24525,-0.24480556,22.0922950868
2456383.89,266.02825,-0.41605556,19.7840807718
2456383.89,266.05108333,-0.34241667,19.806367581
2456383.89,266.02825,-0.41605556,19.7929406585
2456383.89,266.05108333,-0.34241667,19.791728272
2456384.86,249.449125,-0.55141667,20.2466404573
2456384.87,280.747125,0.51927778,20.0872811534
2456384.87,280.7605,0.51586111,20.1029137697
2456384.87,280.78195833,0.46716667,20.086575952
2456384.87,280.79216667,0.46186111,20.0936491366
2456384.87,280.798875,0.50141667,20.1108152673
2456384.87,280.79879167,0.49538889,20.0788482166
2456384.87,280.82891667,0.50766667,20.0642463545
2456384.87,280.82975,0.49072222,20.1064982575
2456384.87,280.747125,0.51927778,20.0876126014
2456384.87,280.7605,0.51586111,20.097920896
2456384.87,280.78195833,0.46716667,20.0993504015
2456384.87,280.79216667,0.46186111,20.1090493665
2456384.87,280.798875,0.50141667,20.1155638144
2456384.87,280.79879167,0.49538889,20.0854920411
2456384.87,280.82891667,0.50766667,20.0697183298
2456384.87,280.82975,0.49072222,20.0964932021
2456384.87,280.747125,0.51927778,20.0972068144
2456384.87,280.7605,0.51586111,20.097920896
2456384.87,280.78195833,0.46716667,20.0784531813
2456384.87,280.79216667,0.46186111,20.116290076
2456384.87,280.798875,0.50141667,20.1210225159
2456384.87,280.79879167,0.49538889,20.1022151397
2456384.87,280.82891667,0.50766667,20.0858451916
2456384.87,280.82975,0.49072222,20.1094102644
2456649.71624,58.78908333,0.02236111,20.4090984358
2456649.71624,58.76945833,0.05216667,20.4073947231
2456649.71624,58.7655,0.05736111,20.4125139025
2456649.71624,58.71533333,0.08930556,20.3782808127
2456649.71624,58.708125,0.16905556,20.3970408679
2456649.69389,58.33579167,0.27630556,20.6027029369
2456649.69389,58.30516667,0.273,20.5780769706
2456387.86,249.449125,-0.55141667,21.3326362573
2456387.92,249.449125,-0.55141667,18.7913882046
2456387.9,310.56079167,0.15002778,20.1502977144
2456387.9,310.61,0.12858333,20.1415240488
2456387.9,310.64766667,0.12238889,20.1018432566
2456388.87,249.449125,-0.55141667,21.4688007592
2456388.9,249.449125,-0.55141667,21.6392653738
2456388.89,310.56079167,0.15002778,21.3001039682
2456388.89,310.61,0.12858333,21.4986941257
2456388.89,310.64766667,0.12238889,21.4106131787
2456389.49,72.92666667,-0.16927778,21.1167520593
2456397.46,133.477125,-0.53944444,17.039282824
2456397.46,133.39779167,-0.61138889,17.0412826181
2456397.53,103.078625,-0.39241667,21.9515176344
2456397.53,103.04141667,-0.39219444,21.8329559341
2456397.53,103.01404167,-0.45508333,21.2768375262
2456397.53,103.00783333,-0.45597222,21.2679013841
2456397.53,102.970875,-0.36694444,21.5802482256
2456398.91,249.449125,-0.55141667,21.3427911492
2456398.91,266.333125,-0.431,21.2960961192
2456398.91,266.426875,-0.35983333,21.5545937095
2456399.86,249.449125,-0.55141667,21.7366440421
2456399.79,266.02825,-0.41605556,22.2321894723
2456399.79,266.05108333,-0.34241667,22.3360522117
2456399.79,266.02825,-0.41605556,22.086257589
2456399.79,266.05108333,-0.34241667,22.2949208629
2456399.89,310.56079167,0.15002778,21.95306069
2456399.89,310.61,0.12858333,21.9413860059
2456399.89,310.64766667,0.12238889,21.6887100659
2456400.53,102.970875,-0.36694444,20.5946074245
2456400.53,102.995875,-0.35877778,20.6043669079
2456400.53,103.00783333,-0.45597222,20.4408580886
2456400.53,103.01404167,-0.45508333,20.4642998485
2456400.53,103.02004167,-0.36541667,20.5873448969
2456400.53,103.04141667,-0.39219444,20.6367049942
2456400.53,103.078625,-0.39241667,20.6674355215
2456401.48,73.24525,-0.24480556,20.07872649
2456401.85,310.56079167,0.15002778,21.8579033633
2456401.85,310.61,0.12858333,22.0327197199
2456407.45,133.39779167,-0.61138889,16.8097838191
2456407.45,133.477125,-0.53944444,16.799805756
2456407.88,249.449125,-0.55141667,18.6651060361
2456407.91,249.449125,-0.55141667,18.7694577532
2456407.86,310.56079167,0.15002778,18.8352054882
2456407.86,310.61,0.12858333,18.8509743845
2456407.86,310.64766667,0.12238889,18.8287020827
2456648.68986,58.33579167,0.27630556,20.3507223179
2456648.68986,58.30516667,0.273,20.341159309
2456416.45388,133.141875,-0.6635,18.2030732112
2456416.87418,266.02825,-0.41605556,21.5323020463
2456416.87418,266.05108333,-0.34241667,21.5730473598
2456417.47,102.970875,-0.36694444,21.4414502707
2456417.47,102.995875,-0.35877778,21.7009070915
2456417.47,103.00783333,-0.45597222,21.1610390872
2456417.47,103.0095,-0.35438889,21.4573007011
2456417.47,103.01404167,-0.45508333,21.3129863323
2456417.47,103.02004167,-0.36541667,21.7143113996
2456417.47,103.04141667,-0.39219444,21.6175944357
2456417.47,103.078625,-0.39241667,21.9891010668
2456417.45,133.39779167,-0.61138889,16.5083044458
2456417.45,133.477125,-0.53944444,16.5008925454
2456417.86,249.449125,-0.55141667,21.4992203525
2456417.87,310.56079167,0.15002778,21.5859407503
2456417.87,310.61,0.12858333,21.6919503794
2456417.87,310.64766667,0.12238889,21.4855239235
2456418.47,102.970875,-0.36694444,21.8379560485
2456418.47,102.995875,-0.35877778,21.7516269225
2456418.47,103.00783333,-0.45597222,21.2863334447
2456418.47,103.0095,-0.35438889,21.6781029194
2456418.47,103.01404167,-0.45508333,21.332346167
2456418.47,103.02004167,-0.36541667,21.6275944262
2456418.47,103.04141667,-0.39219444,21.8157217873
2456418.47,103.078625,-0.39241667,21.6781029194
2456418.45,133.141875,-0.6635,16.4202397479
2456418.85,249.449125,-0.55141667,21.6994457731
2456418.88,249.449125,-0.55141667,21.7346618922
2456418.87,310.56079167,0.15002778,22.0424996733
2456418.87,310.61,0.12858333,21.9395953531
2456418.87,310.64766667,0.12238889,21.7542278066
2456418.9,340.35891667,1.17002778,21.7134097164
2456418.9,340.39620833,1.18633333,21.7681913586
2456418.9,340.436375,1.21027778,21.6115003493
2456419.47,102.96829167,-0.34533333,21.8590560592
2456419.47,102.970875,-0.36694444,21.5861948959
2456419.47,102.98225,-0.34861111,21.7005885903
2456419.47,102.995875,-0.35877778,21.9147469924
2456419.47,103.00783333,-0.45597222,21.3983416433
2456419.47,103.0095,-0.35438889,21.7415646738
2456419.47,103.01404167,-0.45508333,21.4449915025
2456419.47,103.02004167,-0.36541667,21.4827131437
2456419.47,103.04141667,-0.39219444,21.8209560886
2456419.47,103.078625,-0.39241667,21.6355549945
2456419.45,133.39779167,-0.61138889,17.0205449284
2456419.45,133.477125,-0.53944444,17.0190251788
2456419.85,249.449125,-0.55141667,21.4873841382
2456419.88,249.449125,-0.55141667,21.5068597306
2456419.87,310.56079167,0.15002778,21.9758574593
2456419.87,310.61,0.12858333,22.0577198153
2456419.87,310.64766667,0.12238889,21.529580584
2456419.89,340.35891667,1.17002778,21.7413210112
2456419.89,340.39620833,1.18633333,21.9111471891
2456419.89,340.436375,1.21027778,21.6074516925
2456420.45,133.141875,-0.6635,16.74387277
2456420.9,266.02825,-0.41605556,21.9936311079
2456420.9,266.05108333,-0.34241667,22.2044332808
2456420.86,340.35891667,1.17002778,22.0797875195
2456420.86,340.39620833,1.18633333,22.1454724999
2456420.86,340.436375,1.21027778,22.0841921306
2456423.89,280.7605,0.51586111,22.4694075489
2456423.89,280.78195833,0.46716667,22.3834853055
2456423.89,280.79216667,0.46186111,22.3953513815
2456423.89,280.798875,0.50141667,22.4013334799
2456423.89,280.79879167,0.49538889,22.2477647146
2456423.89,280.82891667,0.50766667,22.1554652489
2456423.89,280.82975,0.49072222,22.4535571192
2456423.87,310.69483333,0.26897222,22.2848422
2456423.87,310.72875,0.25052778,22.2245808158
2456423.88,340.35891667,1.17002778,21.9511534719
2456423.88,340.39620833,1.18633333,22.0506798611
2456423.88,340.436375,1.21027778,21.910324195
2456426.45,133.39779167,-0.61138889,17.7160723702
2456426.45,133.477125,-0.53944444,17.7147844927
2456426.81,249.449125,-0.55141667,21.8390527795
2456426.79,310.56079167,0.15002778,22.4232849291
2456426.79,310.61,0.12858333,22.58148949
2456426.79,310.64766667,0.12238889,21.9953947774
2456434.85,249.449125,-0.55141667,20.8061069694
2456434.88,280.7605,0.51586111,22.1360761364
2456434.88,280.78195833,0.46716667,22.0825348844
2456434.88,280.79216667,0.46186111,22.0870872396
2456434.88,280.798875,0.50141667,22.1101399174
2456434.88,280.79879167,0.49538889,22.0036969043
2456434.88,280.82891667,0.50766667,21.9441051339
2456434.88,280.82975,0.49072222,22.1480733891
2456435.71,280.747125,0.51927778,19.2363349143
2456435.71,280.7605,0.51586111,19.2484680747
2456435.71,280.78195833,0.46716667,19.2356647949
2456435.71,280.79216667,0.46186111,19.2261604834
2456435.71,280.798875,0.50141667,19.2284871704
2456435.71,280.79879167,0.49538889,19.2293193943
2456435.71,280.82891667,0.50766667,19.2159161348
2456435.71,280.82975,0.49072222,19.2361673137
2456435.85,310.56079167,0.15002778,19.8074234077
2456435.85,310.61,0.12858333,19.8435606018
2456435.85,310.64766667,0.12238889,19.7914625434
2456435.75,310.69483333,0.26897222,19.0630708989
2456435.75,310.72875,0.25052778,19.0541078546
2456436.76,310.56079167,0.15002778,18.7784349839
2456436.76,310.61,0.12858333,18.7807019854
2456436.76,310.64766667,0.12238889,18.7665302498
2456436.77,310.69483333,0.26897222,18.828051826
2456436.77,310.72875,0.25052778,18.8307786416
2456436.89,340.35891667,1.17002778,19.2540194024
2456436.89,340.39620833,1.18633333,19.255532328
2456436.89,340.436375,1.21027778,19.2294368431
2456437.82,249.449125,-0.55141667,17.510021973
2456437.89,310.56079167,0.15002778,18.6163659021
2456437.89,310.61,0.12858333,18.610470513
2456437.89,310.64766667,0.12238889,18.6048854165
2456437.83,340.35891667,1.17002778,18.1267695187
2456437.83,340.39620833,1.18633333,18.1299588731
2456437.83,340.436375,1.21027778,18.1219730436
2456438.88,266.02825,-0.41605556,18.0851731602
2456438.88,266.05108333,-0.34241667,18.0864709553
2456438.9,266.333125,-0.431,18.034315045
2456438.9,266.426875,-0.35983333,18.0411236845
2456438.9,310.56079167,0.15002778,18.9576168534
2456438.9,310.61,0.12858333,18.9614582121
2456438.9,310.64766667,0.12238889,18.9664171867
2456444.81623,340.436375,1.21027778,19.4329567214
2456444.81623,340.39620833,1.18633333,19.4380174942
2456444.81623,340.35891667,1.17002778,19.4435096864
2456444.83744,280.82891667,0.50766667,21.2440099133
2456444.83744,280.82975,0.49072222,21.2877074709
2456444.83744,280.79879167,0.49538889,21.1836178472
2456444.83744,280.798875,0.50141667,21.2408024471
2456444.83744,280.79216667,0.46186111,21.3068250278
2456444.83744,280.7605,0.51586111,21.2634564874
2456444.83744,280.78195833,0.46716667,21.23973536
2456444.83744,280.747125,0.51927778,21.2483013621
2456444.75474,266.426875,-0.35983333,21.3224936664
2456444.75474,266.333125,-0.431,21.0704810566
2456444.81049,249.449125,-0.55141667,21.0388506879
2456444.78065,249.449125,-0.55141667,21.2615034081
2456445.77883,249.449125,-0.55141667,21.4205603695
2456445.74601,266.02825,-0.41605556,22.163072178
2456445.74601,266.05108333,-0.34241667,22.1448852341
2456445.87333,266.02825,-0.41605556,21.3603222793
2456445.87333,266.05108333,-0.34241667,21.3691136633
2456445.85468,266.333125,-0.431,21.1930255942
2456445.85468,266.426875,-0.35983333,21.3337559745
2456445.74947,310.56079167,0.15002778,22.0232731104
2456445.74947,310.61,0.12858333,22.055880298
2456445.74947,310.64766667,0.12238889,21.8404149195
2456446.78248,249.449125,-0.55141667,21.7106591461
2456446.80453,249.449125,-0.55141667,21.5536820825
2456446.86648,266.333125,-0.431,21.2324608444
2456446.86648,266.426875,-0.35983333,21.2236336807
2456446.7794,280.747125,0.51927778,22.3124530007
2456446.7794,280.7605,0.51586111,22.3096365654
2456446.7794,280.78195833,0.46716667,22.2521187287
2456446.7794,280.79216667,0.46186111,22.3266458196
2456446.7794,280.798875,0.50141667,22.2791285228
2456446.7794,280.79879167,0.49538889,22.1215730476
2456446.7794,280.82891667,0.50766667,22.0200284646
2456446.7794,280.82975,0.49072222,22.2901234032
2456446.80095,340.35891667,1.17002778,21.7223209578
2456446.80095,340.39620833,1.18633333,21.9056347485
2456446.80095,340.436375,1.21027778,21.7321913453
2456446.87023,340.35891667,1.17002778,21.56128894
2456446.87023,340.39620833,1.18633333,21.63126663
2456446.87023,340.436375,1.21027778,21.5170234763
2456447.69767,280.747125,0.51927778,22.3554395514
2456447.69767,280.7605,0.51586111,22.3613725451
2456447.69767,280.78195833,0.46716667,22.2193714479
2456447.69767,280.79216667,0.46186111,22.4840607376
2456447.69767,280.798875,0.50141667,22.3205067206
2456447.69767,280.79879167,0.49538889,22.1413359777
2456447.69767,280.82891667,0.50766667,21.9667064761
2456447.69767,280.82975,0.49072222,22.3854342146
2456447.71765,310.56079167,0.15002778,21.9357934944
2456447.71765,310.61,0.12858333,22.2541554568
2456447.71765,310.64766667,0.12238889,21.805914499
2456447.92363,310.56079167,0.15002778,21.7141074471
2456447.92363,310.61,0.12858333,22.0231987473
2456447.92363,310.64766667,0.12238889,21.344603452
2456448.77411,249.449125,-0.55141667,21.526805842
2456448.79509,266.02825,-0.41605556,21.9355692801
2456448.79509,266.05108333,-0.34241667,21.9936112107
2456448.75413,310.56079167,0.15002778,21.9428114074
2456448.75413,310.61,0.12858333,22.1455475473
2456448.75413,310.64766667,0.12238889,21.9487935058
2456448.79876,340.35891667,1.17002778,21.909634697
2456448.79876,340.39620833,1.18633333,21.9797064875
2456448.79876,340.436375,1.21027778,21.7748815752
2454427.72553,133.141875,-0.6635,18.7325810844
2454427.72862,133.39779167,-0.61138889,18.7350000455
2454427.72862,133.477125,-0.53944444,18.7588874279
2454427.74938,102.970875,-0.36694444,19.222424274
2454427.74938,102.995875,-0.35877778,19.2340598591
2454427.74938,103.00783333,-0.45597222,19.1896502182
2454427.74938,103.0095,-0.35438889,19.2780771899
2454427.74938,103.01404167,-0.45508333,19.207339371
2454427.74938,103.02004167,-0.36541667,19.2577120053
2454427.74938,103.04141667,-0.39219444,19.2577120053
2454427.74938,103.078625,-0.39241667,19.2826551748
2454427.75818,58.708125,0.16905556,18.7305276918
2454427.75818,58.71533333,0.08930556,18.7058131403
2454427.75818,58.7655,0.05736111,18.7010634317
2454427.75818,58.76945833,0.05216667,18.6995898886
2454427.77737,58.93491667,0.11763889,18.7222029298
2454427.77737,59.05558333,0.14638889,18.7111589687
2456586.77705,102.995875,-0.35877778,19.2224187613
2456586.77705,102.98225,-0.34861111,19.2393719675
2456586.77705,102.970875,-0.36694444,19.2388645953
2456586.77705,102.96829167,-0.34533333,19.2393719675
2456586.77705,102.96579167,-0.33775,19.2359938701
2456586.77705,102.95654167,-0.35436111,19.2402182013
2456586.77705,102.952625,-0.34236111,19.247181816
2456586.77705,102.92904167,-0.37191667,19.2296041186
2456586.77705,102.915625,-0.44497222,19.2169365884
2456586.77705,102.91625,-0.42830556,19.2451390562
2456586.77705,102.91883333,-0.36641667,19.2505950232
2456586.77705,102.91258333,-0.44341667,19.2260890673
2456586.7538,103.078625,-0.39241667,19.1103259132
2456586.7538,103.07691667,-0.33872222,19.0889079203
2456586.7538,103.06875,-0.328,19.1034380447
2456586.7538,103.06454167,-0.32930556,19.0985234908
2456586.7538,103.05554167,-0.32783333,19.1184678561
2456586.7538,103.05716667,-0.32222222,19.1013503856
2456586.7538,103.04795833,-0.32116667,19.1140877361
2456586.7538,103.04141667,-0.39219444,19.1020954524
2456586.7538,103.02004167,-0.36541667,19.1038859067
2456586.7538,103.01883333,-0.32727778,19.0849387176
2456586.7538,103.01404167,-0.45508333,19.0666049939
2456586.7538,103.0095,-0.35438889,19.1169555008
2456586.7538,103.00783333,-0.45597222,19.0637231882
2456586.7538,102.995875,-0.35877778,19.1050811853
2456586.7538,102.98225,-0.34861111,19.0960004472
2456586.7538,102.970875,-0.36694444,19.096445251
2456586.7538,102.96829167,-0.34533333,19.1116786134
2456586.7538,102.96579167,-0.33775,19.1022445727
2456586.60259,310.72875,0.25052778,19.639658407
2456586.60259,310.69483333,0.26897222,19.6408208478
2456586.56049,310.72875,0.25052778,20.2357879405
2456586.56049,310.69483333,0.26897222,20.226404918
2456586.7538,102.95654167,-0.35436111,19.0982264043
2456586.7538,102.952625,-0.34236111,19.1098753874
2456586.7538,102.92904167,-0.37191667,19.0920051662
2456586.7538,102.915625,-0.44497222,19.0903816813
2456586.7538,102.91625,-0.42830556,19.0893498273
2456586.7538,102.91883333,-0.36641667,19.0994153517
2456586.7538,102.91258333,-0.44341667,19.0861131951
2456586.69483,72.92666667,-0.16927778,18.9111967292
2456586.66524,72.92666667,-0.16927778,18.7526181559
2456586.62964,44.44575,0.26741667,18.8950618631
2456586.62964,44.3385,0.31080556,18.8906357931
2456586.60946,44.44575,0.26741667,18.8777072421
2456586.60946,44.3385,0.31080556,18.8728984861
2456586.72359,28.77175,0.76180556,19.2001234167
2456586.7022,28.77175,0.76180556,19.2338457321
2456586.63878,14.19525,0.64191667,19.4480696859
2456586.64001,14.19525,0.64191667,19.4461918659
2456586.66152,14.19525,0.64191667,19.4122084364
2456600.7673,58.33579167,0.27630556,22.622272268
2456600.82457,58.91166667,0.17883333,22.4924945799
2456600.82457,58.93491667,0.11763889,22.4750104607
2456600.82457,59.05558333,0.14638889,22.290436559
2456600.8253,58.91166667,0.17883333,22.5013433123
2456600.781,102.87291667,-0.41402778,22.3291638008
2456600.781,102.87295833,-0.41841667,22.4341629418
2456600.781,102.87916667,-0.44047222,22.5283306771
2456600.781,102.91258333,-0.44341667,22.440865032
2456600.781,102.91883333,-0.36641667,22.5066873989
2456600.781,102.91625,-0.42830556,22.4889751758
2456600.781,102.915625,-0.44497222,22.4889751758
2456600.781,102.92904167,-0.37191667,22.4077607854
2456600.781,102.952625,-0.34236111,22.5319802105
2456600.781,102.95654167,-0.35436111,22.4241867444
2456600.781,102.96579167,-0.33775,22.5138539937
2456600.781,102.96829167,-0.34533333,22.5541388398
2456600.781,102.970875,-0.36694444,22.52469337
2456600.781,102.98225,-0.34861111,22.7453967529
2456600.781,102.995875,-0.35877778,22.5691666457
2456600.781,103.0095,-0.35438889,22.6115986428
2456600.781,103.01404167,-0.45508333,21.6650115211
2456600.781,103.02004167,-0.36541667,22.4308273473
2456600.781,103.04141667,-0.39219444,22.3352463668
2456600.781,103.07691667,-0.33872222,22.2530433076
2456600.781,103.078625,-0.39241667,22.3231151211
2456600.79135,102.87291667,-0.41402778,22.4175865102
2456600.79135,102.87295833,-0.41841667,22.3170999522
2456600.79135,102.87916667,-0.44047222,22.3947966289
2456600.79135,102.91258333,-0.44341667,22.3568077739
2456600.79135,102.91883333,-0.36641667,22.6274490727
2456600.79135,102.91625,-0.42830556,22.5844052847
2456600.79135,102.915625,-0.44497222,22.5319802105
2456600.79135,102.92904167,-0.37191667,22.3883720651
2456600.79135,102.952625,-0.34236111,22.4854671431
2456600.79135,102.95654167,-0.35436111,22.3980231847
2456600.79135,102.96579167,-0.33775,22.4680949269
2456600.79135,102.96829167,-0.34533333,22.4375088155
2456600.79135,102.970875,-0.36694444,22.6037593656
2456600.79135,102.98225,-0.34861111,22.3693235916
2456600.79135,102.995875,-0.35877778,22.5102647832
2456600.79135,103.0095,-0.35438889,22.6037593656
2456600.79135,103.02004167,-0.36541667,22.6475931598
2456600.79135,103.04141667,-0.39219444,22.4646536082
2456600.79135,103.07691667,-0.33872222,22.3413632009
2456600.79135,103.078625,-0.39241667,22.5356420526
2456600.79469,133.32916667,-0.68611111,22.2787931749
2456600.79469,133.39779167,-0.61138889,22.3051686053
2456600.79469,133.477125,-0.53944444,22.3111178538
2456600.79552,133.32916667,-0.68611111,22.3036864081
2456600.79552,133.39779167,-0.61138889,22.2338923173
2456600.79552,133.477125,-0.53944444,22.2691847907
2456603.71354,103.078625,-0.39241667,22.2472230515
2456603.71354,103.07691667,-0.33872222,22.0990224769
2456603.71354,103.06875,-0.328,22.3447663148
2456603.71354,103.05554167,-0.32783333,22.3382713178
2456603.71354,103.05716667,-0.32222222,22.255191786
2456603.71354,103.04795833,-0.32116667,22.1743016782
2456603.71354,103.04929167,-0.30691667,22.0767413745
2456603.71354,103.04141667,-0.39219444,22.1450051043
2456603.71354,103.02004167,-0.36541667,22.3382713178
2456603.71354,103.01883333,-0.32727778,22.0077303617
2456603.71354,103.01404167,-0.45508333,21.6536118263
2456603.71354,103.0095,-0.35438889,22.435296769
2456603.71354,102.995875,-0.35877778,22.3534871261
