,jd,RA,Decl,magsky
1168,2453481.8,280.78195833,0.46716667,20.1595337915
1169,2453481.8,280.79216667,0.46186111,20.1634442229
1170,2453481.8,280.798875,0.50141667,20.1862834378
1171,2453481.8,280.79879167,0.49538889,20.15743402
1172,2453481.8,280.82891667,0.50766667,20.1625404941
1173,2453481.8,280.82975,0.49072222,20.1835172247
1174,2453630.54,280.747125,0.51927778,18.9198600288
1175,2453630.54,280.7605,0.51586111,18.9154362188
1176,2453630.54,280.78195833,0.46716667,18.9298799233
1177,2453630.54,280.79216667,0.46186111,18.9408145295
1178,2453630.54,280.798875,0.50141667,18.9233918506
1179,2453630.54,280.79879167,0.49538889,18.918450434
1180,2453630.54,280.82891667,0.50766667,18.9156368757
1181,2453630.54,280.82975,0.49072222,18.9220786346
1182,2453675.52,280.747125,0.51927778,22.1873257523
1183,2453675.52,280.7605,0.51586111,22.2017066096
1184,2453675.52,280.78195833,0.46716667,22.1551534681
1185,2453675.52,280.79216667,0.46186111,22.2079286542
1186,2453675.52,280.798875,0.50141667,22.2204806461
1187,2453675.52,280.79879167,0.49538889,22.1162340616
1188,2453675.52,280.82891667,0.50766667,22.0387802976
1189,2453675.52,280.82975,0.49072222,22.2289299899
1190,2453460.9,310.69483333,0.26897222,19.6598132047
1191,2453460.9,310.72875,0.25052778,19.6717215694
1192,2453468.9,310.56079167,0.15002778,22.421405368
1193,2453468.9,310.61,0.12858333,22.289237966
1194,2453468.9,310.64766667,0.12238889,22.1714275038
1195,2453473.92,310.56079167,0.15002778,19.0455075423
1196,2453473.92,310.61,0.12858333,19.0492465957
1197,2453473.92,310.64766667,0.12238889,19.0503395878
1198,2453481.83,310.56079167,0.15002778,20.3550387351
1199,2453481.83,310.61,0.12858333,20.3855022411
1200,2453481.83,310.64766667,0.12238889,20.3977079545
1201,2453490.9,310.56079167,0.15002778,20.3534163911
1202,2453490.9,310.61,0.12858333,20.3862535744
1203,2453490.9,310.64766667,0.12238889,20.3384256753
1204,2453644.55,310.56079167,0.15002778,22.6715253666
1205,2453644.55,310.61,0.12858333,22.8750606135
1206,2453460.92,310.56079167,0.15002778,16.5746675306
1207,2453460.92,310.61,0.12858333,16.5796613706
1208,2453460.92,310.64766667,0.12238889,16.5773907578
1209,2453473.92,310.69483333,0.26897222,20.5221485908
1210,2453473.92,310.72875,0.25052778,20.5225531971
1211,2453666.59,310.69483333,0.26897222,22.5336725462
1212,2453666.59,310.72875,0.25052778,22.5866458101
1213,2453490.91,340.35891667,1.17002778,20.2508334778
1214,2453490.91,340.39620833,1.18633333,20.2677285143
1215,2453490.91,340.436375,1.21027778,20.23971439
1216,2453630.55,340.35891667,1.17002778,16.8704080812
1217,2453630.55,340.39620833,1.18633333,16.8365096157
1218,2453630.55,340.436375,1.21027778,16.8407767141
1219,2453644.63,340.35891667,1.17002778,22.7394202187
1220,2453644.63,340.39620833,1.18633333,22.8472136848
1221,2453658.61,340.35891667,1.17002778,17.0711676881
1222,2453658.61,340.39620833,1.18633333,17.0839218283
1223,2453658.61,340.436375,1.21027778,17.1669893358
1224,2453666.64,340.35891667,1.17002778,22.5147897194
1225,2453666.64,340.39620833,1.18633333,22.6666680333
1226,2453666.64,340.436375,1.21027778,22.5752767513
1227,2453675.58,340.35891667,1.17002778,22.5816005439
1228,2453675.58,340.39620833,1.18633333,22.6959943092
1229,2453630.67,340.35891667,1.17002778,16.9357394786
1230,2453630.67,340.39620833,1.18633333,16.8980502163
1231,2453630.67,340.436375,1.21027778,16.8905487489
1232,2453396.83,118.97608333,-0.28030556,17.9168679743
1233,2453396.83,119.02783333,-0.34508333,17.9102900081
1234,2453481.58,118.97608333,-0.28030556,19.3579621762
1235,2453481.58,119.02783333,-0.34508333,19.3804154274
1236,2453490.57,118.97608333,-0.28030556,21.0032105824
1237,2453490.57,119.02783333,-0.34508333,21.2227028831
1238,2453747.6,28.65720833,0.71680556,19.1790198331
1239,2453747.6,28.77175,0.76180556,19.188097583
1240,2453775.44,44.3385,0.31080556,19.3491586418
1241,2453775.44,44.44575,0.26741667,19.3665226791
1242,2453747.61,58.22575,0.00525,19.2026875432
1243,2453747.61,58.23958333,-0.00533333,19.2623021025
1244,2453747.61,58.25095833,0.047,19.2654016223
1245,2453747.61,58.25325,0.00441667,19.2463261725
1246,2453747.61,58.26725,0.04727778,19.2481575343
1247,2453747.61,58.28158333,0.01972222,19.2835549663
1248,2453767.59,58.22575,0.00525,21.8595647043
1249,2453767.59,58.23958333,-0.00533333,23.5136788564
1250,2453767.59,58.25095833,0.047,23.1168859392
1251,2453767.59,58.25325,0.00441667,23.482206068
1252,2453767.59,58.26725,0.04727778,23.5795012388
1253,2453767.59,58.28158333,0.01972222,23.310416528
1254,2453802.59,58.22575,0.00525,19.8027462587
1255,2453802.59,58.23958333,-0.00533333,19.9424774436
1256,2453802.59,58.25095833,0.047,19.8981555294
1257,2453802.59,58.25325,0.00441667,19.92585024
1258,2453802.59,58.26725,0.04727778,19.9029918127
1259,2453802.59,58.28158333,0.01972222,19.9250255069
1260,2453815.53,58.22575,0.00525,21.5310988989
1261,2453815.53,58.23958333,-0.00533333,22.3021078648
1262,2453815.53,58.25095833,0.047,22.4794358114
1263,2453815.53,58.25325,0.00441667,22.099208369
1264,2453815.53,58.26725,0.04727778,22.272761885
1265,2453815.53,58.28158333,0.01972222,22.0450606977
1266,2453767.61,58.708125,0.16905556,22.6502299195
1267,2453767.61,58.71533333,0.08930556,22.6300608845
1268,2453775.46,58.708125,0.16905556,19.391447677
1269,2453775.46,58.71533333,0.08930556,19.4077406012
1270,2453775.46,58.7655,0.05736111,19.4162464859
1271,2453775.46,58.76945833,0.05216667,19.4183833931
1272,2453747.65,58.93491667,0.11763889,19.0884553996
1273,2453747.65,59.05558333,0.14638889,19.0862263623
1274,2453747.69,72.92666667,-0.16927778,18.9995884731
1275,2453738.67,73.24525,-0.24480556,22.5045590548
1276,2453739.79,103.00783333,-0.45597222,21.7564429261
1277,2453739.79,103.01404167,-0.45508333,22.0831978886
1278,2453739.79,103.04141667,-0.39219444,22.5029010811
1279,2453739.79,103.078625,-0.39241667,22.9678061276
1280,2453767.74,103.00783333,-0.45597222,21.6261347573
1281,2453767.74,103.01404167,-0.45508333,21.7546750283
1282,2453767.74,103.04141667,-0.39219444,22.5872554333
1283,2453767.74,103.078625,-0.39241667,22.5745566319
1284,2453773.79,102.995875,-0.35877778,22.4745779695
1285,2453773.79,103.00783333,-0.45597222,21.8831479593
1286,2453773.79,103.0095,-0.35438889,22.1345086513
1287,2453773.79,103.01404167,-0.45508333,21.7345549716
1288,2453773.79,103.02004167,-0.36541667,22.3905564757
1289,2453773.79,103.04141667,-0.39219444,22.3905564757
1290,2453773.79,103.078625,-0.39241667,23.0978858858
1291,2453775.6,103.00783333,-0.45597222,19.4142241573
1292,2453775.6,103.01404167,-0.45508333,19.43555866
1293,2453775.6,103.04141667,-0.39219444,19.4628300652
1294,2453775.6,103.078625,-0.39241667,19.4534024938
1295,2453785.71,103.00783333,-0.45597222,20.262423647
1296,2453785.71,103.01404167,-0.45508333,20.2792311086
1297,2453785.71,103.02004167,-0.36541667,20.4066890537
1298,2453785.71,103.04141667,-0.39219444,20.3032073078
1299,2453785.71,103.078625,-0.39241667,20.3822047839
1300,2453790.58,103.00783333,-0.45597222,21.7965849284
1301,2453790.58,103.01404167,-0.45508333,21.9350827204
1302,2453790.58,103.04141667,-0.39219444,23.1964814795
1303,2453790.58,103.078625,-0.39241667,23.9028479984
1304,2453802.51,103.00783333,-0.45597222,20.0492411955
1305,2453802.51,103.01404167,-0.45508333,20.0531964878
1306,2453802.51,103.04141667,-0.39219444,20.0921931221
1307,2453802.51,103.078625,-0.39241667,20.0758863403
1308,2453815.54,102.970875,-0.36694444,22.4559011498
1309,2453815.54,103.00783333,-0.45597222,21.7468858487
1310,2453815.54,103.01404167,-0.45508333,22.2458167171
1311,2453815.54,103.02004167,-0.36541667,22.2458167171
1312,2453815.54,103.04141667,-0.39219444,22.4805780114
1313,2453815.54,103.078625,-0.39241667,22.044517808
1314,2453833.49,103.00783333,-0.45597222,20.0453865178
1315,2453833.49,103.01404167,-0.45508333,20.0402770446
1316,2453833.49,103.04141667,-0.39219444,20.1572224884
1317,2453833.49,103.078625,-0.39241667,20.083166391
1318,2453834.49,103.00783333,-0.45597222,19.8674623941
1319,2453834.49,103.01404167,-0.45508333,19.9016876623
1320,2453834.49,103.04141667,-0.39219444,19.9440018384
1321,2453834.49,103.078625,-0.39241667,19.9592693507
1322,2453790.72,102.970875,-0.36694444,22.0115746567
1323,2453790.72,103.00783333,-0.45597222,21.9350827204
1324,2453790.72,103.01404167,-0.45508333,22.0938667923
1325,2453790.72,103.02004167,-0.36541667,22.2901114738
1326,2453790.72,103.04141667,-0.39219444,22.9829060062
1327,2453790.72,103.078625,-0.39241667,22.6371492923
1328,2453815.66,103.00783333,-0.45597222,20.0853084076
1329,2453815.66,103.01404167,-0.45508333,20.0488209975
1330,2453815.66,103.02004167,-0.36541667,20.1431716379
1331,2453815.66,103.04141667,-0.39219444,20.1725573338
1332,2453815.66,103.078625,-0.39241667,20.1981761823
1333,2453833.61,103.00783333,-0.45597222,19.5518599724
1334,2453833.61,103.01404167,-0.45508333,19.5575636406
1335,2453833.61,103.02004167,-0.36541667,19.5924297322
1336,2453833.61,103.04141667,-0.39219444,19.6094345461
1337,2453833.61,103.078625,-0.39241667,19.5958094553
1338,2453767.87,133.141875,-0.6635,21.6751343798
1339,2453871.58,133.141875,-0.6635,19.2950314928
1340,2453738.8,133.39779167,-0.61138889,22.5615959491
1341,2453738.8,133.477125,-0.53944444,22.6718847791
1342,2453747.74,133.39779167,-0.61138889,19.6397792882
1343,2453747.74,133.477125,-0.53944444,19.6551094889
1344,2453767.76,133.39779167,-0.61138889,22.4120974784
1345,2453767.76,133.477125,-0.53944444,22.6035394381
1346,2453775.55,133.39779167,-0.61138889,19.8600343323
1347,2453775.55,133.477125,-0.53944444,19.8499343595
1348,2453785.78,133.39779167,-0.61138889,20.3493528231
1349,2453785.78,133.477125,-0.53944444,20.3476577263
1350,2453861.49,133.39779167,-0.61138889,20.4618115534
1351,2453861.49,133.477125,-0.53944444,20.4763366552
1352,2453871.57,133.39779167,-0.61138889,19.453175153
1353,2453871.57,133.477125,-0.53944444,19.4729163362
1354,2453767.89,249.449125,-0.55141667,17.03489295
1355,2453785.86,249.449125,-0.55141667,19.761055951
1356,2453802.89,249.449125,-0.55141667,21.6527441726
1357,2453809.87,249.449125,-0.55141667,18.9463273472
1358,2453834.85,249.449125,-0.55141667,21.9661305486
1359,2453866.78,249.449125,-0.55141667,18.6644811006
1360,2453871.7,249.449125,-0.55141667,19.4326358106
1361,2453866.91,249.449125,-0.55141667,21.5619250184
1362,2453785.91,266.02825,-0.41605556,15.5980608141
1363,2453785.91,266.05108333,-0.34241667,15.5998966676
1364,2453809.8,266.02825,-0.41605556,18.3848183653
1365,2453809.8,266.05108333,-0.34241667,18.3909165336
1366,2453815.88,266.02825,-0.41605556,20.1656214209
1367,2453815.88,266.05108333,-0.34241667,20.2006139879
1368,2453834.79,266.02825,-0.41605556,20.9693753771
1369,2453834.79,266.05108333,-0.34241667,21.0597220351
1370,2453861.81,266.02825,-0.41605556,22.2389151598
1371,2453861.81,266.05108333,-0.34241667,22.3448355455
1372,2453866.79,266.02825,-0.41605556,19.6125241707
1373,2453866.79,266.05108333,-0.34241667,19.6259302399
1374,2453871.74,266.02825,-0.41605556,19.3311145288
1375,2453871.74,266.05108333,-0.34241667,19.3455109952
1376,2453809.88,266.02825,-0.41605556,18.9986412535
1377,2453809.88,266.05108333,-0.34241667,19.0121492031
1378,2453809.81,266.333125,-0.431,18.4695593627
1379,2453809.81,266.426875,-0.35983333,18.4708243294
1380,2453861.86,266.333125,-0.431,21.8052665497
1381,2453861.86,266.426875,-0.35983333,22.2096800563
1382,2453866.86,266.333125,-0.431,19.8078165389
1383,2453866.86,266.426875,-0.35983333,19.8805724713
1384,2453871.76,266.333125,-0.431,19.3729356036
1385,2453871.76,266.426875,-0.35983333,19.3854474482
1386,2453809.89,266.333125,-0.431,19.0497667761
1387,2453809.89,266.426875,-0.35983333,19.060063254
1388,2453802.9,280.747125,0.51927778,20.5205619962
1389,2453802.9,280.7605,0.51586111,20.4959817849
1390,2453802.9,280.78195833,0.46716667,20.4673838122
1391,2453802.9,280.79216667,0.46186111,20.5215185227
1392,2453802.9,280.798875,0.50141667,20.5253533528
1393,2453802.9,280.79879167,0.49538889,20.4538119674
1394,2453802.9,280.82891667,0.50766667,20.4311221141
1395,2453802.9,280.82975,0.49072222,20.4983211946
1396,2453815.84,280.747125,0.51927778,20.035600496
1397,2453815.84,280.7605,0.51586111,20.0349827087
1398,2453815.84,280.78195833,0.46716667,20.0132764607
1399,2453815.84,280.79216667,0.46186111,20.0297457202
1400,2453815.84,280.798875,0.50141667,20.0214799216
1401,2453815.84,280.79879167,0.49538889,20.0096502027
1402,2453815.84,280.82891667,0.50766667,20.0090471172
1403,2453815.84,280.82975,0.49072222,20.0039334545
1404,2453833.83,280.747125,0.51927778,22.4051451943
1405,2453833.83,280.7605,0.51586111,22.3893715241
1406,2453833.83,280.78195833,0.46716667,22.277852466
1407,2453833.83,280.79216667,0.46186111,22.4077965004
1408,2453833.83,280.798875,0.50141667,22.4025002209
1409,2453833.83,280.79879167,0.49538889,22.282573061
1410,2453833.83,280.82891667,0.50766667,22.183184803
1411,2453833.83,280.82975,0.49072222,22.3661324858
1412,2453866.87,280.747125,0.51927778,20.1847372859
1413,2453866.87,280.7605,0.51586111,20.1701054429
1414,2453866.87,280.78195833,0.46716667,20.1553421959
1415,2453866.87,280.79216667,0.46186111,20.197534609
1416,2453866.87,280.798875,0.50141667,20.1767318925
1417,2453866.87,280.79879167,0.49538889,20.1586055577
1418,2453866.87,280.82891667,0.50766667,20.135645009
1419,2453866.87,280.82975,0.49072222,20.1750713898
1420,2453871.76,280.747125,0.51927778,19.3190355779
1421,2453871.76,280.7605,0.51586111,19.3241551835
1422,2453871.76,280.78195833,0.46716667,19.3127083972
1423,2453871.76,280.79216667,0.46186111,19.3235333272
1424,2453871.76,280.798875,0.50141667,19.3219803021
1425,2453871.76,280.79879167,0.49538889,19.3193452352
1426,2453871.76,280.82891667,0.50766667,19.3124006267
1427,2453871.76,280.82975,0.49072222,19.3176435657
1428,2453833.93,280.747125,0.51927778,17.090430857
1429,2453833.93,280.7605,0.51586111,17.0912237846
1430,2453833.93,280.78195833,0.46716667,17.0828080497
1431,2453833.93,280.79216667,0.46186111,17.082926126
1432,2453833.93,280.798875,0.50141667,17.0831032045
1433,2453833.93,280.79879167,0.49538889,17.0842258138
1434,2453833.93,280.82975,0.49072222,17.0821587994
1435,2453866.89,310.56079167,0.15002778,20.8497016181
1436,2453866.89,310.61,0.12858333,20.8987188213
1437,2453866.89,310.64766667,0.12238889,20.7410373209
1438,2453871.75,310.56079167,0.15002778,19.047691853
1439,2453871.75,310.61,0.12858333,19.0520175312
1440,2453871.75,310.64766667,0.12238889,19.0487716751
1441,2453871.85,310.56079167,0.15002778,19.5141362777
1442,2453871.85,310.61,0.12858333,19.5398684282
1443,2453871.85,310.64766667,0.12238889,19.5518216646
1444,2453861.85,340.35891667,1.17002778,21.8774858953
1445,2453861.85,340.39620833,1.18633333,22.0387641146
1446,2453861.85,340.436375,1.21027778,21.9095956195
1447,2453871.86,340.35891667,1.17002778,19.492896642
1448,2453871.86,340.39620833,1.18633333,19.4890886446
1449,2453871.86,340.436375,1.21027778,19.4901753114
1450,2453979.73,14.19525,0.64191667,21.9339391406
1451,2453979.73,14.32083333,0.61352778,21.8748815304
1452,2453981.62,14.19525,0.64191667,19.9446235561
1453,2453981.62,14.32083333,0.61352778,19.9498913678
1454,2454028.77,14.19525,0.64191667,22.5770885921
1455,2454028.77,14.32083333,0.61352778,22.6202647687
1456,2454076.67,14.19525,0.64191667,19.3353826799
1457,2454076.67,14.32083333,0.61352778,19.3242364576
1458,2453979.71,28.65720833,0.71680556,21.2447708681
1459,2453979.71,28.77175,0.76180556,21.2537364845
1460,2454039.55,28.65720833,0.71680556,20.3145562085
1461,2454039.55,28.77175,0.76180556,20.3564201891
1462,2454040.55,28.65720833,0.71680556,19.7745384231
1463,2454040.55,28.77175,0.76180556,19.7917169811
1464,2454075.73,28.65720833,0.71680556,18.6342079196
1465,2454075.73,28.77175,0.76180556,18.6256410271
1466,2454076.68,28.65720833,0.71680556,19.4761846453
1467,2454076.68,28.77175,0.76180556,19.4694474523
1468,2454029.6,44.3385,0.31080556,22.5537481981
1469,2454029.6,44.44575,0.26741667,22.8579007243
1470,2454042.67,44.44575,0.26741667,19.2234127344
1471,2454075.74,44.3385,0.31080556,18.7129862462
1472,2454075.74,44.44575,0.26741667,18.7226585272
1473,2454079.76,44.3385,0.31080556,20.1756534043
1474,2454079.76,44.44575,0.26741667,20.1924981829
1475,2454029.79,58.30516667,0.273,22.7276860475
1476,2454029.79,58.33579167,0.27630556,22.8770768482
1477,2454069.76,58.30516667,0.273,21.7096275954
1478,2454069.76,58.33579167,0.27630556,21.7754963643
1479,2454040.74,58.93491667,0.11763889,20.5247042768
1480,2454040.74,59.05558333,0.14638889,20.5147039798
1481,2454069.77,58.93491667,0.11763889,22.5036320106
1482,2454069.77,59.05558333,0.14638889,22.6466336014
1483,2454076.69,58.93491667,0.11763889,19.4241122598
1484,2454076.69,59.05558333,0.14638889,19.4455520476
1485,2454028.81,73.24525,-0.24480556,22.5794645011
1486,2454039.88,73.24525,-0.24480556,18.2937020238
1487,2454040.75,73.24525,-0.24480556,20.6476632141
1488,2454042.68,73.24525,-0.24480556,19.3842493762
1489,2454079.77,73.24525,-0.24480556,20.4543867436
1490,2454042.69,102.995875,-0.35877778,19.0166698976
1491,2454042.69,103.00783333,-0.45597222,18.989734799
1492,2454042.69,103.01404167,-0.45508333,19.0223449709
1493,2454042.69,103.02004167,-0.36541667,19.0223449709
1494,2454042.69,103.04141667,-0.39219444,19.0501120306
1495,2454042.69,103.078625,-0.39241667,19.0395502705
1496,2454075.74,103.00783333,-0.45597222,18.7285441088
1497,2454075.74,103.01404167,-0.45508333,18.7248518164
1498,2454075.74,103.04141667,-0.39219444,18.7488698404
1499,2454075.74,103.078625,-0.39241667,18.7367944552
1500,2454079.87,103.00783333,-0.45597222,16.4058973459
1501,2454079.87,103.01404167,-0.45508333,16.4063769195
1502,2454079.87,103.04141667,-0.39219444,16.4174168147
1503,2454079.87,103.078625,-0.39241667,16.4179984834
1504,2454042.82,103.00783333,-0.45597222,20.2271108074
1505,2454042.82,103.01404167,-0.45508333,20.2208529505
1506,2454042.82,103.04141667,-0.39219444,20.3394146211
1507,2454042.82,103.078625,-0.39241667,20.4150685618
1508,2454028.83,133.141875,-0.6635,21.8021869414
1509,2454069.85,133.141875,-0.6635,21.7141291331
1510,2454069.86,133.39779167,-0.61138889,19.0545268855
1511,2454069.86,133.477125,-0.53944444,19.0542701858
1512,2454076.71,133.39779167,-0.61138889,18.7843559967
1513,2454076.71,133.477125,-0.53944444,18.7964392019
1514,2454079.81,133.39779167,-0.61138889,19.7612861579
1515,2454079.81,133.477125,-0.53944444,19.7812634489
1516,2453979.61,249.449125,-0.55141667,20.1286634169
1517,2453979.62,266.02825,-0.41605556,20.506645205
1518,2453979.62,266.05108333,-0.34241667,20.5417720048
1519,2453981.57,266.02825,-0.41605556,19.8664941013
1520,2453981.57,266.05108333,-0.34241667,19.8563469514
1521,2453981.66,266.02825,-0.41605556,19.353110721
1522,2453981.66,266.05108333,-0.34241667,19.3558021397
1523,2453981.58,266.333125,-0.431,19.7740428939
1524,2453981.58,266.426875,-0.35983333,19.8295725915
1525,2453979.63,280.747125,0.51927778,20.8334973742
1526,2453979.63,280.7605,0.51586111,20.8439401838
1527,2453979.63,280.78195833,0.46716667,20.8231540494
1528,2453979.63,280.79216667,0.46186111,20.8322753583
1529,2453979.63,280.798875,0.50141667,20.8249722375
1530,2453979.63,280.79879167,0.49538889,20.7915256039
1531,2453979.63,280.82891667,0.50766667,20.7505495053
1532,2453979.63,280.82975,0.49072222,20.8051381474
1533,2453981.59,280.747125,0.51927778,19.9218132886
1534,2453981.59,280.7605,0.51586111,19.922088705
1535,2453981.59,280.78195833,0.46716667,19.9171410294
1536,2453981.59,280.79216667,0.46186111,19.9270590303
1537,2453981.59,280.798875,0.50141667,19.9174152631
1538,2453981.59,280.79879167,0.49538889,19.9248471405
1539,2453981.59,280.82891667,0.50766667,19.8959579432
1540,2453981.59,280.82975,0.49072222,19.9443552668
1541,2453994.61,280.747125,0.51927778,22.7153553115
1542,2453994.61,280.7605,0.51586111,22.9576303016
1543,2453994.61,280.78195833,0.46716667,22.7851898499
1544,2453994.61,280.79216667,0.46186111,22.7552365457
1545,2453994.61,280.798875,0.50141667,22.7626477359
1546,2453994.61,280.79879167,0.49538889,22.6497423642
1547,2453994.61,280.82891667,0.50766667,22.694203957
1548,2453994.61,280.82975,0.49072222,23.0217853254
1549,2454029.53,280.747125,0.51927778,22.5084396677
1550,2454029.53,280.7605,0.51586111,22.5568370627
1551,2454029.53,280.78195833,0.46716667,22.3364336638
1552,2454029.53,280.79216667,0.46186111,22.5263368777
1553,2454029.53,280.798875,0.50141667,22.4480255049
1554,2454029.53,280.79879167,0.49538889,22.3881452344
1555,2454029.53,280.82891667,0.50766667,22.3213885945
1556,2454029.53,280.82975,0.49072222,22.7129209055
1557,2453979.64,310.56079167,0.15002778,21.2015753716
1558,2453979.64,310.61,0.12858333,21.2406816439
1559,2453979.64,310.64766667,0.12238889,20.9654634204
1560,2453981.57,310.56079167,0.15002778,20.1803631428
1561,2453981.57,310.61,0.12858333,20.2078248858
1562,2453981.57,310.64766667,0.12238889,20.1730867914
1563,2454042.59,310.56079167,0.15002778,18.9892607122
1564,2454042.59,310.61,0.12858333,18.9977513532
1565,2454042.59,310.64766667,0.12238889,18.9676289761
1566,2453994.7,310.69483333,0.26897222,22.6530985807
1567,2453994.7,310.72875,0.25052778,22.8396826214
1568,2454039.59,310.69483333,0.26897222,19.7177422154
1569,2454039.59,310.72875,0.25052778,19.7029456669
1570,2454042.58,310.69483333,0.26897222,19.0281733396
1571,2454042.58,310.72875,0.25052778,19.0235324238
1572,2453979.65,340.35891667,1.17002778,21.264594013
1573,2453979.65,340.39620833,1.18633333,21.3015902734
1574,2453979.65,340.436375,1.21027778,21.2122271375
1575,2453981.6,340.35891667,1.17002778,20.2551097933
1576,2453981.6,340.39620833,1.18633333,20.2698101203
1577,2453981.6,340.436375,1.21027778,20.2328754964
1578,2454029.56,340.35891667,1.17002778,22.6205348853
1579,2454029.56,340.39620833,1.18633333,22.7754001524
1580,2454029.56,340.436375,1.21027778,22.6917006498
1581,2454039.53,340.35891667,1.17002778,20.1121145419
1582,2454039.53,340.39620833,1.18633333,20.1143890063
1583,2454039.53,340.436375,1.21027778,20.1470775224
1584,2454040.53,340.35891667,1.17002778,17.9145695916
1585,2454040.53,340.39620833,1.18633333,17.9065917898
1586,2454040.53,340.436375,1.21027778,17.9489551697
1587,2454042.59,340.35891667,1.17002778,18.9282690896
1588,2454042.59,340.39620833,1.18633333,18.9397157648
1589,2454042.59,340.436375,1.21027778,18.9221466564
1590,2454076.78,118.97608333,-0.28030556,18.9947894941
1591,2454076.78,119.02783333,-0.34508333,19.0178813087
1592,2456254.8,44.3385,0.31080556,22.4289548116
1593,2456254.8,44.44575,0.26741667,22.5463686944
1594,2456254.8,72.92666667,-0.16927778,22.0330967095
1595,2456254.51,310.69483333,0.26897222,18.735337711
1596,2456254.51,310.72875,0.25052778,18.7385066748
1597,2456257.67,14.19525,0.64191667,18.7262535091
1598,2456257.61,28.65720833,0.71680556,18.626203421
1599,2456257.61,28.77175,0.76180556,18.6434369639
1600,2456257.62,58.91166667,0.17883333,19.0503839927
1601,2456257.62,58.93491667,0.11763889,19.0481916425
1602,2456257.62,58.93491667,0.11763889,19.0527639401
1603,2456257.62,59.05558333,0.14638889,19.048556727
1604,2456257.65,73.24525,-0.24480556,19.2087965298
1605,2456257.65,103.00783333,-0.45597222,19.0820327083
1606,2456257.65,103.01404167,-0.45508333,19.1063352465
1607,2456257.65,103.04141667,-0.39219444,19.1239540544
1608,2456257.65,103.078625,-0.39241667,19.1537791409
1609,2456257.8,133.39779167,-0.61138889,19.9966806895
1610,2456257.8,133.477125,-0.53944444,20.0485483242
1611,2456257.67,14.32083333,0.61352778,18.7189657024
1612,2454106.62,14.19525,0.64191667,19.2220423946
1613,2454106.62,14.32083333,0.61352778,19.2276229337
1614,2454348.79,14.19525,0.64191667,22.3574975686
1615,2454348.79,14.32083333,0.61352778,22.2925111978
1616,2454351.75,14.19525,0.64191667,22.6779136138
1617,2454351.75,14.32083333,0.61352778,22.5481587274
1618,2454357.76,14.19525,0.64191667,23.0739752017
1619,2454357.76,14.32083333,0.61352778,23.34343276
1620,2454364.61,14.19525,0.64191667,20.4294756485
1621,2454364.61,14.32083333,0.61352778,20.4245404297
1622,2454380.55,14.19525,0.64191667,22.2883837059
1623,2454380.55,14.32083333,0.61352778,22.3587226732
1624,2454397.63,14.19525,0.64191667,18.5549623701
1625,2454397.63,14.32083333,0.61352778,18.5593168003
1626,2454407.61,14.19525,0.64191667,22.6019401309
1627,2454407.61,14.32083333,0.61352778,22.6047205041
1628,2454425.64,14.19525,0.64191667,17.8994616251
1629,2454435.68,14.19525,0.64191667,22.7922290279
1630,2454435.68,14.32083333,0.61352778,22.6605287106
1631,2454449.65,14.19525,0.64191667,22.459308515
1632,2454449.65,14.32083333,0.61352778,22.3669900787
1633,2454650.87,14.19525,0.64191667,22.4251552039
1634,2454650.87,14.32083333,0.61352778,22.4094826909
1635,2454651.82,14.19525,0.64191667,22.4736378537
1636,2454651.82,14.32083333,0.61352778,22.4829415982
1637,2454654.83,14.19525,0.64191667,22.6902290298
1638,2454654.83,14.32083333,0.61352778,22.5504261738
1639,2454728.57,14.19525,0.64191667,22.9319138008
1640,2454728.57,14.32083333,0.61352778,22.7946967283
1641,2454729.57,14.19525,0.64191667,23.2494868357
1642,2454729.57,14.32083333,0.61352778,22.8841667069
1643,2454831.6,14.19525,0.64191667,22.4904003614
1644,2454831.6,14.32083333,0.61352778,22.419210603
1645,2454728.72,14.19525,0.64191667,19.705818046
1646,2454728.72,14.32083333,0.61352778,19.7356220511
1647,2454729.72,14.19525,0.64191667,20.4751187459
1648,2454729.72,14.32083333,0.61352778,20.470310611
1649,2454106.63,28.65720833,0.71680556,19.5032938451
1650,2454106.63,28.77175,0.76180556,19.5214592941
1651,2454351.78,28.65720833,0.71680556,22.7410889845
1652,2454351.78,28.77175,0.76180556,23.0975095766
1653,2454380.56,28.65720833,0.71680556,22.2064432458
1654,2454380.56,28.77175,0.76180556,22.4913016531
1655,2454385.58,28.65720833,0.71680556,22.3411565921
1656,2454385.58,28.77175,0.76180556,22.7355662587
1657,2454407.67,28.65720833,0.71680556,22.2736681459
1658,2454407.67,28.77175,0.76180556,22.4394983395
1659,2454418.63,28.65720833,0.71680556,22.3175569628
1660,2454418.63,28.77175,0.76180556,22.5716980903
1661,2454422.77,28.65720833,0.71680556,22.3937354661
1662,2454422.77,28.77175,0.76180556,22.57783214
1663,2454425.75,28.65720833,0.71680556,19.1988213296
1664,2454425.75,28.77175,0.76180556,19.1993225339
1665,2454435.74,28.65720833,0.71680556,21.033203031
1666,2454435.74,28.77175,0.76180556,21.132947239
1667,2454453.69,28.65720833,0.71680556,19.3409117143
1668,2454453.69,28.77175,0.76180556,19.3552966495
1669,2454648.91,28.65720833,0.71680556,22.1442918327
1670,2454648.91,28.77175,0.76180556,22.3185524256
1671,2454650.86,28.65720833,0.71680556,22.1667765188
